Year,Site,Plant.ID,Trt,NumCf,pForbs,pGrasses,pLegumes,pWoody,pBare,weight.clipped,Initial.Height,Initial.LfNum,Survival,Stage,Final.Height,Fin.Branch,Fin.LeafNum,Fin.SeedPod
2007,CRA,1,C,,.,.,.,.,.,.,33,.,1,.,89,.,12,13
2007,CRA,2,R,,.,.,.,.,.,.,41,.,0,.,.,.,.,.
2007,CRA,3,C,,.,.,.,.,.,.,28,.,.,.,.,.,.,.
2007,CRA,4,R,,.,.,.,.,.,.,15,.,0,.,.,.,.,.
2007,CRA,5,C,,.,.,.,.,.,.,28,.,0,.,.,.,.,.
2007,CRA,6,R,,.,.,.,.,.,.,28,.,.,.,.,.,.,.
2007,CRA,7,C,,.,.,.,.,.,.,23,.,.,.,.,.,.,.
2007,CRA,8,R,,.,.,.,.,.,.,28,.,0,.,.,.,.,.
2007,CRA,9,C,,.,.,.,.,.,.,33,.,1,.,74,.,.,4
2007,CRA,10,R,,.,.,.,.,.,.,33,.,0,.,.,.,.,.
2007,CRA,11,C,,.,.,.,.,.,.,41,.,1,.,74,.,7,4
2007,CRA,12,R,,.,.,.,.,.,.,36,.,.,.,.,.,.,.
2007,CRA,13,C,,.,.,.,.,.,.,23,.,0,.,.,.,.,.
2007,CRA,14,R,,.,.,.,.,.,.,30,.,0,.,.,.,.,.
2007,CRA,15,C,,.,.,.,.,.,.,33,.,1,.,74,.,.,15
2007,CRA,16,R,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,CRA,17,C,,.,.,.,.,.,.,23,.,1,.,79,.,5,6
2007,CRA,18,R,,.,.,.,.,.,.,23,.,0,.,.,.,.,.
2007,CRA,19,C,,.,.,.,.,.,.,23,.,.,.,.,.,.,.
2007,CRA,20,R,,.,.,.,.,.,.,18,.,.,.,.,.,.,.
2007,CRA,21,C,,.,.,.,.,.,.,8,.,1,.,38,.,6,4
2007,CRA,22,R,,.,.,.,.,.,.,8,.,0,.,.,.,.,.
2007,CRA,23,C,,.,.,.,.,.,.,30,.,1,.,61,.,.,4
2007,CRA,24,R,,.,.,.,.,.,.,23,.,0,.,.,.,.,.
2007,CRA,25,C,,.,.,.,.,.,.,20,.,1,.,36,.,3,1
2007,CRA,26,R,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,CRA,27,C,,.,.,.,.,.,.,15,.,1,.,43,.,9,7
2007,CRA,28,R,,.,.,.,.,.,.,15,.,0,.,.,.,.,.
2007,CRA,29,C,,.,.,.,.,.,.,18,.,1,.,58,1,10,10
2007,CRA,30,R,,.,.,.,.,.,.,18,.,1,.,53,2,15,4
2007,CRA,31,C,,.,.,.,.,.,.,33,.,1,.,102,.,4,18
2007,CRA,32,R,,.,.,.,.,.,.,33,.,1,.,46,2,3,4
2007,CRA,33,C,,.,.,.,.,.,.,28,.,1,.,56,.,8,3
2007,CRA,34,R,,.,.,.,.,.,.,28,.,1,.,107,.,23,29
2007,CRA,35,C,,.,.,.,.,.,.,18,.,.,.,.,.,.,.
2007,CRA,36,R,,.,.,.,.,.,.,15,.,.,.,.,.,.,.
2007,CRA,37,C,,.,.,.,.,.,.,25,.,1,.,25,.,.,1
2007,CRA,38,R,,.,.,.,.,.,.,25,.,.,.,.,.,.,.
2007,CRA,39,C,,.,.,.,.,.,.,28,.,1,.,53,.,.,4
2007,CRA,40,R,,.,.,.,.,.,.,23,.,.,.,.,.,.,.
2007,CRA,41,C,,.,.,.,.,.,.,33,.,1,.,66,.,3,0
2007,CRA,42,R,,.,.,.,.,.,.,38,.,0,.,.,.,.,.
2007,CRA,43,C,,.,.,.,.,.,.,25,.,1,.,61,.,3,8
2007,CRA,44,R,,.,.,.,.,.,.,28,.,0,.,.,.,.,.
2007,CRA,45,C,,.,.,.,.,.,.,18,.,1,.,36,.,0,1
2007,CRA,46,R,,.,.,.,.,.,.,15,.,.,.,.,.,.,.
2007,CRA,47,C,,.,.,.,.,.,.,33,.,1,.,117,.,11,13
2007,CRA,48,R,,.,.,.,.,.,.,36,.,1,.,99,.,10,18
2007,CRA,49,C,,.,.,.,.,.,.,38,.,1,.,64,.,0,4
2007,CRA,50,R,,.,.,.,.,.,.,38,.,1,.,114,.,23,45
2007,CRA,51,C,,.,.,.,.,.,.,23,.,1,.,36,.,5,0
2007,CRA,52,R,,.,.,.,.,.,.,23,.,0,.,.,.,.,.
2007,CRA,53,C,,.,.,.,.,.,.,28,.,0,.,.,.,.,.
2007,CRA,54,R,,.,.,.,.,.,.,23,.,.,.,.,.,.,.
2007,CRA,55,C,,.,.,.,.,.,.,38,.,1,.,119,6,47,36
2007,CRA,56,R,,.,.,.,.,.,.,38,.,1,.,46,2,12,5
2007,CRA,57,C,,.,.,.,.,.,.,36,.,0,.,.,.,.,.
2007,CRA,58,R,,.,.,.,.,.,.,36,.,.,.,.,.,.,.
2007,CRA,59,C,,.,.,.,.,.,.,36,.,1,.,86,.,12,11
2007,CRA,60,R,,.,.,.,.,.,.,33,.,.,.,.,.,.,.
2007,GCD,1,C,,.,.,.,.,.,.,20,.,1,.,31,1,5,4
2007,GCD,2,R,,.,.,.,.,.,.,20,.,1,.,51,2,17,10
2007,GCD,3,C,,.,.,.,.,.,.,20,.,1,.,23,2,6,5
2007,GCD,4,R,,.,.,.,.,.,.,20,.,1,.,38,2,10,8
2007,GCD,5,C,,.,.,.,.,.,.,15,.,1,.,20,1,5,2
2007,GCD,6,R,,.,.,.,.,.,.,15,.,1,.,31,2,10,7
2007,GCD,7,C,,.,.,.,.,.,.,15,.,1,.,25,1,5,5
2007,GCD,8,R,,.,.,.,.,.,.,13,.,1,.,28,1,4,2
2007,GCD,9,C,,.,.,.,.,.,.,18,.,1,.,41,2,19,11
2007,GCD,10,R,,.,.,.,.,.,.,13,.,1,.,36,1,3,5
2007,GCD,11,C,,.,.,.,.,.,.,23,.,1,.,43,1,10,6
2007,GCD,12,R,,.,.,.,.,.,.,23,.,1,.,41,2,.,9
2007,GCD,13,C,,.,.,.,.,.,.,28,.,1,.,38,1,7,7
2007,GCD,14,R,,.,.,.,.,.,.,28,.,1,.,36,1,7,10
2007,GCD,15,C,,.,.,.,.,.,.,23,.,1,.,43,2,16,12
2007,GCD,16,R,,.,.,.,.,.,.,23,.,1,.,46,1,12,10
2007,GCD,17,C,,.,.,.,.,.,.,23,.,1,.,33,1,6,7
2007,GCD,18,R,,.,.,.,.,.,.,23,.,1,.,33,1,13,7
2007,GCD,19,C,,.,.,.,.,.,.,18,.,1,.,23,1,0,1
2007,GCD,20,R,,.,.,.,.,.,.,18,.,1,.,31,1,4,5
2007,GCD,21,C,,.,.,.,.,.,.,28,.,1,.,43,.,.,.
2007,GCD,22,R,,.,.,.,.,.,.,20,.,1,.,20,.,.,.
2007,GCD,23,C,,.,.,.,.,.,.,36,.,.,.,.,.,.,.
2007,GCD,24,R,,.,.,.,.,.,.,36,.,0,.,.,.,.,.
2007,GCD,25,C,,.,.,.,.,.,.,25,.,.,.,.,.,.,.
2007,GCD,26,R,,.,.,.,.,.,.,25,.,0,.,.,.,.,.
2007,GCD,27,C,,.,.,.,.,.,.,20,.,1,.,23,3,9,2
2007,GCD,28,R,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,GCD,29,C,,.,.,.,.,.,.,20,.,1,.,31,1,7,5
2007,GCD,30,R,,.,.,.,.,.,.,15,.,1,.,18,2,4,1
2007,GCD,31,C,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,GCD,32,R,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,GCD,33,C,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,GCD,34,R,,.,.,.,.,.,.,18,.,1,.,18,1,2,1
2007,GCD,35,C,,.,.,.,.,.,.,15,.,1,.,18,1,0,3
2007,GCD,36,R,,.,.,.,.,.,.,15,.,0,.,.,.,.,.
2007,GCD,37,C,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,GCD,38,R,,.,.,.,.,.,.,20,.,.,.,.,.,.,.
2007,GCD,39,C,,.,.,.,.,.,.,23,.,.,.,.,.,.,.
2007,GCD,40,R,,.,.,.,.,.,.,23,.,0,.,.,.,.,.
2007,GCD,41,C,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,GCD,42,R,,.,.,.,.,.,.,20,.,.,.,.,.,.,.
2007,GCD,43,C,,.,.,.,.,.,.,13,.,1,.,18,1,0,1
2007,GCD,44,R,,.,.,.,.,.,.,10,.,1,.,18,3,5,2
2007,GCD,45,C,,.,.,.,.,.,.,25,.,.,.,.,.,.,.
2007,GCD,46,R,,.,.,.,.,.,.,25,.,.,.,.,.,.,.
2007,GCD,47,C,,.,.,.,.,.,.,15,.,.,.,.,.,.,.
2007,GCD,48,R,,.,.,.,.,.,.,18,.,0,.,.,.,.,.
2007,GCD,49,C,,.,.,.,.,.,.,18,.,1,.,38,1,2,5
2007,GCD,50,R,,.,.,.,.,.,.,15,.,0,.,.,.,.,.
2007,GCD,51,C,,.,.,.,.,.,.,25,.,.,.,.,.,.,.
2007,GCD,52,R,,.,.,.,.,.,.,25,.,0,.,.,.,.,.
2007,GCD,53,C,,.,.,.,.,.,.,15,.,1,.,15,1,3,0
2007,GCD,54,R,,.,.,.,.,.,.,15,.,1,.,18,1,4,2
2007,GCD,55,C,,.,.,.,.,.,.,20,.,1,.,43,1,9,10
2007,GCD,56,R,,.,.,.,.,.,.,18,.,0,.,.,.,.,.
2007,GCD,57,C,,.,.,.,.,.,.,23,.,1,.,25,1,8,4
2007,GCD,58,R,,.,.,.,.,.,.,23,.,1,.,28,1,1,6
2007,GCD,59,C,,.,.,.,.,.,.,30,.,1,.,46,1,0,10
2007,GCD,60,R,,.,.,.,.,.,.,28,.,1,.,33,1,0,2
2007,GRE,1,C,,.,.,.,.,.,.,18,.,1,.,58,1,4,7
2007,GRE,2,R,,.,.,.,.,.,.,15,.,1,.,79,6,40,48
2007,GRE,3,C,,.,.,.,.,.,.,15,.,1,.,58,2,16,4
2007,GRE,4,R,,.,.,.,.,.,.,13,.,1,.,46,2,16,11
2007,GRE,5,C,,.,.,.,.,.,.,13,.,1,.,23,1,1,0
2007,GRE,6,R,,.,.,.,.,.,.,15,.,1,.,64,2,13,17
2007,GRE,7,C,,.,.,.,.,.,.,20,.,1,.,71,1,5,4
2007,GRE,8,R,,.,.,.,.,.,.,18,.,1,.,58,1,16,13
2007,GRE,9,C,,.,.,.,.,.,.,15,.,0,.,.,.,.,.
2007,GRE,10,R,,.,.,.,.,.,.,15,.,1,.,66,4,33,16
2007,GRE,11,C,,.,.,.,.,.,.,23,.,1,.,79,1,9,9
2007,GRE,12,R,,.,.,.,.,.,.,23,.,1,.,64,2,17,18
2007,GRE,13,C,,.,.,.,.,.,.,33,.,1,.,81,1,12,11
2007,GRE,14,R,,.,.,.,.,.,.,33,.,0,.,.,.,.,.
2007,GRE,15,C,,.,.,.,.,.,.,10,.,.,.,.,.,.,.
2007,GRE,16,R,,.,.,.,.,.,.,13,.,1,.,43,1,8,5
2007,GRE,17,C,,.,.,.,.,.,.,41,.,1,.,64,2,5,6
2007,GRE,18,R,,.,.,.,.,.,.,43,.,1,.,86,2,5,15
2007,GRE,19,C,,.,.,.,.,.,.,18,.,1,.,56,1,7,3
2007,GRE,20,R,,.,.,.,.,.,.,15,.,1,.,18,1,3,0
2007,KZA,1,C,,.,.,.,.,.,.,25,.,1,.,69,2,20,21
2007,KZA,2,R,,.,.,.,.,.,.,25,.,1,.,74,11,102,109
2007,KZA,3,C,,.,.,.,.,.,.,15,.,1,.,23,2,5,0
2007,KZA,4,R,,.,.,.,.,.,.,15,.,1,.,43,3,20,10
2007,KZA,5,C,,.,.,.,.,.,.,15,.,1,.,41,1,5,4
2007,KZA,6,R,,.,.,.,.,.,.,13,.,0,.,.,.,.,.
2007,KZA,7,C,,.,.,.,.,.,.,28,.,1,.,41,9,79,20
2007,KZA,8,R,,.,.,.,.,.,.,46,.,1,.,43,13,158,80
2007,KZA,9,C,,.,.,.,.,.,.,36,.,1,.,74,7,79,56
2007,KZA,10,R,,.,.,.,.,.,.,33,.,1,.,56,7,63,64
2007,KZA,11,C,,.,.,.,.,.,.,30,.,1,.,66,3,15,3
2007,KZA,12,R,,.,.,.,.,.,.,30,.,1,.,64,4,43,25
2007,KZA,13,C,,.,.,.,.,.,.,25,.,1,.,69,3,20,9
2007,KZA,14,R,,.,.,.,.,.,.,25,.,1,.,48,3,7,7
2007,KZA,15,C,,.,.,.,.,.,.,28,.,1,.,66,1,7,4
2007,KZA,16,R,,.,.,.,.,.,.,28,.,0,.,.,.,.,.
2007,KZA,17,C,,.,.,.,.,.,.,30,.,1,.,69,4,37,21
2007,KZA,18,R,,.,.,.,.,.,.,30,.,1,.,74,7,81,67
2007,KZA,19,C,,.,.,.,.,.,.,28,.,.,.,.,.,.,.
2007,KZA,20,R,,.,.,.,.,.,.,28,.,1,.,58,3,29,10
2007,KZA,21,C,,.,.,.,.,.,.,38,.,1,.,71,5,33,13
2007,KZA,22,R,,.,.,.,.,.,.,36,.,1,.,81,12,9,42
2007,KZA,23,C,,.,.,.,.,.,.,43,.,1,.,81,1,13,5
2007,KZA,24,R,,.,.,.,.,.,.,41,.,1,.,71,5,36,5
2007,KZA,25,C,,.,.,.,.,.,.,28,.,1,.,48,1,0,4
2007,KZA,26,R,,.,.,.,.,.,.,28,.,1,.,33,1,2,1
2007,KZA,27,C,,.,.,.,.,.,.,33,.,0,.,.,.,.,.
2007,KZA,28,R,,.,.,.,.,.,.,38,.,1,.,74,7,20,10
2007,KZA,29,C,,.,.,.,.,.,.,51,.,1,.,74,1,5,3
2007,KZA,30,R,,.,.,.,.,.,.,51,.,1,.,89,11,74,18
2007,KZA,31,C,,.,.,.,.,.,.,41,.,0,.,.,.,.,.
2007,KZA,32,R,,.,.,.,.,.,.,38,.,1,.,53,2,10,7
2007,KZA,33,C,,.,.,.,.,.,.,23,.,1,.,66,1,18,17
2007,KZA,34,R,,.,.,.,.,.,.,23,.,1,.,43,2,0,9
2007,KZA,35,C,,.,.,.,.,.,.,10,.,0,.,.,.,.,.
2007,KZA,36,R,,.,.,.,.,.,.,5,.,.,.,.,.,.,.
2007,KZA,37,C,,.,.,.,.,.,.,28,.,1,.,48,1,6,7
2007,KZA,38,R,,.,.,.,.,.,.,28,.,1,.,36,1,4,2
2007,KZA,39,C,,.,.,.,.,.,.,18,.,1,.,23,1,1,3
2007,KZA,40,R,,.,.,.,.,.,.,18,.,0,.,.,.,.,.
2007,KZA,41,C,,.,.,.,.,.,.,10,.,0,.,.,.,.,.
2007,KZA,42,R,,.,.,.,.,.,.,10,.,0,.,.,.,.,.
2007,KZA,43,C,,.,.,.,.,.,.,28,.,1,.,41,1,6,0
2007,KZA,44,R,,.,.,.,.,.,.,28,.,1,.,48,1,3,1
2007,KZA,45,C,,.,.,.,.,.,.,30,.,0,.,.,.,.,.
2007,KZA,46,R,,.,.,.,.,.,.,33,.,1,.,53,1,5,7
2007,KZA,47,C,,.,.,.,.,.,.,30,.,1,.,76,8,121,34
2007,KZA,48,R,,.,.,.,.,.,.,30,.,1,.,74,6,54,20
2007,KZA,49,C,,.,.,.,.,.,.,30,.,1,.,53,2,13,3
2007,KZA,50,R,,.,.,.,.,.,.,25,.,1,.,61,1,12,8
2007,KZA,51,C,,.,.,.,.,.,.,33,.,0,.,.,.,.,.
2007,KZA,52,R,,.,.,.,.,.,.,28,.,1,.,74,5,25,10
2007,KZA,53,C,,.,.,.,.,.,.,28,.,1,.,69,4,39,28
2007,KZA,54,R,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,KZA,55,C,,.,.,.,.,.,.,18,.,1,.,56,3,27,12
2007,KZA,56,R,,.,.,.,.,.,.,18,.,1,.,61,2,7,5
2007,KZA,57,C,,.,.,.,.,.,.,33,.,1,.,66,2,0,5
2007,KZA,58,R,,.,.,.,.,.,.,28,.,1,.,66,5,0,8
2007,KZA,59,C,,.,.,.,.,.,.,38,.,1,.,61,5,38,67
2007,KZA,60,R,,.,.,.,.,.,.,38,.,1,.,71,4,37,32
2007,TYSm,1,C,,.,.,.,.,.,.,13,.,1,.,15,0,2,0
2007,TYSm,2,R,,.,.,.,.,.,.,20,.,.,.,.,.,.,.
2007,TYSm,3,C,,.,.,.,.,.,.,33,.,1,.,71,2,20,3
2007,TYSm,4,R,,.,.,.,.,.,.,36,.,1,.,64,3,91,10
2007,TYSm,5,C,,.,.,.,.,.,.,13,.,1,.,15,1,4,1
2007,TYSm,6,R,,.,.,.,.,.,.,13,.,1,.,46,1,11,4
2007,TYSm,7,C,,.,.,.,.,.,.,38,.,1,.,48,5,0,3
2007,TYSm,8,R,,.,.,.,.,.,.,33,.,0,.,.,.,.,.
2007,TYSm,9,C,,.,.,.,.,.,.,30,.,1,.,33,2,5,1
2007,TYSm,10,R,,.,.,.,.,.,.,30,.,1,.,48,6,26,7
2007,TYSm,11,C,,.,.,.,.,.,.,36,.,1,.,31,6,21,4
2007,TYSm,12,R,,.,.,.,.,.,.,28,.,1,.,28,3,7,4
2007,TYSm,13,C,,.,.,.,.,.,.,13,.,1,.,28,1,8,1
2007,TYSm,14,R,,.,.,.,.,.,.,15,.,0,.,.,.,.,.
2007,TYSm,15,C,,.,.,.,.,.,.,23,.,1,.,46,1,8,5
2007,TYSm,16,R,,.,.,.,.,.,.,28,.,1,.,51,1,7,6
2007,TYSm,17,C,,.,.,.,.,.,.,23,.,0,.,.,.,.,.
2007,TYSm,18,R,,.,.,.,.,.,.,20,.,0,.,.,.,.,.
2007,TYSm,19,C,,.,.,.,.,.,.,30,.,0,.,.,.,.,.
2007,TYSm,20,R,,.,.,.,.,.,.,36,.,1,.,23,1,6,1
2008,AFT,1,C,1,10,5,1,0,79,.,13,.,1,.,20,1,6,1
2008,AFT,2,R,2,5,5,1,0,89,2.7,11,.,1,.,26,1,6,4
2008,AFT,3,C,2,15,20,1,0,59,.,10,.,1,.,18,1,.,1
2008,AFT,4,R,1,5,5,0,0,90,1.9,9,.,0,.,.,.,.,.
2008,AFT,5,C,1,10,5,1,0,84,.,15,.,1,.,28,2,13,2
2008,AFT,6,R,1,0,15,1,0,85,1.5,10,.,1,.,20,1,1,1
2008,AFT,7,C,2,10,10,1,0,79,.,13,.,.,.,.,.,.,.
2008,AFT,8,R,1,0,20,0,0,80,5,12,.,1,.,23,1,.,1
2008,AFT,9,C,2,5,0,1,0,94,.,10,.,.,.,.,.,.,.
2008,AFT,10,R,1,5,5,5,0,85,1.2,7,.,1,.,15,1,.,2
2008,AFT,11,C,2,5,10,1,0,84,.,8,.,1,.,18,1,0,1
2008,AFT,12,R,1,5,5,1,5,84,9.7,11,.,1,.,19,1,.,0
2008,AFT,13,C,5,5,5,5,0,85,.,10,.,1,.,21,1,.,3
2008,AFT,14,R,7,0,15,15,0,70,4,11,.,.,.,.,.,.,.
2008,AFT,15,C,1,5,10,5,0,80,.,9,.,1,.,16,1,5,2
2008,AFT,16,R,3,5,5,1,5,84,3.2,7,.,1,.,15,1,3,1
2008,AFT,17,C,1,5,5,1,0,89,.,9,.,1,.,24,1,6,4
2008,AFT,18,R,4,5,5,1,0,89,4.4,9,.,1,.,23,1,.,4
2008,AFT,19,C,1,10,5,1,0,84,.,9,.,1,.,15,1,.,1
2008,AFT,20,R,2,10,5,1,0,84,3.5,14,.,1,.,26,1,.,2
2008,AFT,21,C,1,10,0,1,0,89,.,10,.,1,.,16,1,5,0
2008,AFT,22,R,1,10,5,1,0,84,3.2,11,.,1,.,20,1,.,2
2008,AFT,23,C,4,5,10,1,0,84,.,12,.,1,.,18,1,.,1
2008,AFT,24,R,1,5,30,1,10,54,4.2,8,.,.,.,.,.,.,.
2008,AFT,25,C,1,5,5,1,5,84,.,10,.,.,.,.,.,.,.
2008,AFT,26,R,3,2,1,1,0,93,1.4,.,.,1,.,17,1,.,1
2008,AFT,27,C,3,5,1,1,0,92,.,14,.,1,.,22,1,.,2
2008,AFT,28,R,3,20,15,5,0,60,6.8,11,.,1,.,19,1,.,2
2008,AFT,29,C,2,15,20,1,0,64,.,13,.,1,.,21,1,.,2
2008,AFT,30,R,1,10,5,1,0,84,2.4,10,.,1,.,21,1,7,2
2008,AFT,31,C,3,5,10,5,0,80,.,9,.,1,.,16,1,.,1
2008,AFT,32,R,2,5,1,1,0,93,0.9,6,.,1,.,13,1,.,1
2008,AFT,33,C,1,10,5,1,0,84,.,11,.,1,.,18,1,.,1
2008,AFT,34,R,3,0,5,40,0,55,4.8,7,.,1,.,15,1,2,1
2008,AFT,35,C,1,5,40,1,0,54,.,9,.,1,.,18,1,6,2
2008,AFT,36,R,1,5,5,1,10,79,3.1,11,.,1,.,22,1,.,2
2008,AFT,37,C,1,5,0,1,0,94,.,9,.,.,.,.,.,.,.
2008,AFT,38,R,1,5,10,0,0,85,2,15,.,1,.,27,1,7,2
2008,AFT,39,C,2,10,15,1,0,74,.,12,.,1,.,32,1,.,8
2008,AFT,40,R,2,5,2,1,15,77,8.5,22,.,1,.,48,5,.,21
2008,AFT,41,C,2,5,10,1,20,64,.,9,.,0,.,.,.,.,.
2008,AFT,42,R,1,5,30,5,0,60,2.6,11,.,1,.,22,1,1,2
2008,AFT,43,C,2,5,20,0,0,75,.,6,.,1,.,15,1,.,1
2008,AFT,44,R,1,5,15,1,0,79,2.5,12,.,1,.,26,1,.,2
2008,AFT,45,C,3,5,20,1,0,74,.,12,.,0,.,.,.,.,.
2008,AFT,46,R,4,0,30,1,0,69,2.6,11,.,1,.,20,1,.,1
2008,AFT,47,C,4,0,5,1,0,94,.,13,.,.,.,.,.,.,.
2008,AFT,48,R,1,10,5,5,0,80,3.5,9,.,1,.,23,1,.,2
