Year,Site,Plant.ID,Trt,NumCf,pForbs,pGrasses,pLegumes,pWoody,pBare,weight.clipped,Initial.Height,Initial.LfNum,Survival,Stage,Final.Height,Fin.Branch,Fin.LeafNum,Fin.SeedPod
2008,AFT,49,C,1,5,5,5,0,85,.,5,.,1,.,16,1,4,0
2008,AFT,50,R,1,0,5,5,10,80,2.2,9,.,1,.,19,1,.,2
2008,CRA,1,C,38,20,79,1,0,0,.,37,.,1,.,92,1,5,4
2008,CRA,2,R,20,15,80,5,0,0,28.7,37,.,1,.,64,1,.,2
2008,CRA,3,C,75,25,60,15,0,0,.,25,.,1,.,65,1,.,3
2008,CRA,4,R,48,30,55,15,0,0,29.3,34,.,1,.,117,1,4,17
2008,CRA,5,C,52,25,60,10,0,5,.,30,.,1,.,91,1,.,6
2008,CRA,6,R,48,50,45,5,0,0,29.8,31,.,1,.,79,1,.,3
2008,CRA,7,C,71,40,35,20,0,5,.,27,.,1,.,100,1,9,9
2008,CRA,8,R,62,15,60,15,0,0,31.3,35,.,1,.,115,1,.,18
2008,CRA,9,C,48,35,60,5,0,0,.,29,.,.,.,.,.,.,.
2008,CRA,10,R,23,45,35,15,0,5,24.3,24,.,.,.,.,.,.,.
2008,CRA,11,C,47,35,64,1,0,0,.,25,.,1,.,80,1,.,2
2008,CRA,12,R,88,35,35,25,0,5,34.7,30,.,.,.,.,.,.,.
2008,CRA,13,C,55,50,40,5,0,5,.,26,.,1,.,103,1,.,9
2008,CRA,14,R,35,25,70,5,0,0,38.4,37,.,1,.,91,1,.,13
2008,CRA,15,C,37,20,75,5,0,0,.,31,.,1,.,81,1,.,2
2008,CRA,16,R,31,15,70,5,0,10,23.3,31,.,1,.,123,1,.,31
2008,CRA,17,C,49,40,35,10,0,15,.,27,.,.,.,.,.,.,.
2008,CRA,18,R,46,75,5,5,0,15,31.7,23,.,.,.,.,.,.,.
2008,CRA,19,C,68,70,15,15,0,5,.,26,.,.,.,.,.,.,.
2008,CRA,20,R,40,45,50,5,0,0,28.7,29,.,.,.,.,.,.,.
2008,CRA,21,C,38,75,10,10,0,5,.,29,.,1,.,93,1,.,9
2008,CRA,22,R,87,45,35,20,0,0,23.2,40,.,0,.,.,.,.,.
2008,CRA,23,C,54,65,20,5,0,10,.,23,.,1,.,79,1,3,4
2008,CRA,24,R,43,10,75,10,0,5,37,31,.,0,.,.,.,.,.
2008,CRA,25,C,72,25,50,15,0,10,.,19,.,1,.,86,1,.,4
2008,CRA,26,R,29,65,15,5,0,15,17.2,26,.,0,.,.,.,.,.
2008,CRA,27,C,57,50,45,5,0,0,.,32,.,1,.,103,1,4,8
2008,CRA,28,R,69,25,70,5,0,0,31,28,.,1,.,121,1,.,15
2008,CRA,29,C,71,15,80,5,0,0,.,23,.,1,.,86,1,.,3
2008,CRA,30,R,88,0,85,10,0,5,31.7,23,.,0,.,.,.,.,.
2008,CRA,31,C,98,50,35,15,0,0,.,32,.,1,.,52,1,.,0
2008,CRA,32,R,88,30,40,30,0,0,29.7,34,.,1,.,119,1,.,23
2008,CRA,33,C,104,25,35,40,0,0,.,32,.,1,.,116,1,.,17
2008,CRA,34,R,103,5,45,45,0,5,33.1,28,.,1,.,73,1,.,6
2008,CRA,35,C,66,50,35,15,0,0,.,35,.,1,.,117,1,8,7
2008,CRA,36,R,78,30,45,25,0,0,33.6,31,.,1,.,136,1,.,36
2008,CRA,37,C,66,25,65,10,0,0,.,34,.,1,.,136,1,.,16
2008,CRA,38,R,98,35,30,30,0,5,38.3,26,.,1,.,114,1,.,19
2008,CRA,39,C,60,20,70,10,0,0,.,33,.,1,.,116,1,.,11
2008,CRA,40,R,70,25,50,15,0,10,.,31,.,1,.,91,1,.,5
2008,CRA,41,C,.,30,45,20,0,5,.,23,.,1,.,87,1,.,4
2008,CRA,42,R,.,40,50,10,0,0,23.9,29,.,0,.,.,.,.,.
2008,CRA,43,C,.,15,65,20,0,0,.,27,.,1,.,103,1,.,11
2008,CRA,44,R,.,35,50,15,0,0,26.2,25,.,1,.,89,1,.,4
2008,CRA,45,C,.,80,10,5,0,5,.,28,.,0,.,.,.,.,.
2008,CRA,46,R,.,30,55,15,0,0,25.6,30,.,1,.,119,1,5,25
2008,CRA,47,C,.,35,25,25,0,15,.,15,.,1,.,78,1,4,2
2008,CRA,48,R,.,55,30,10,0,5,19,22,.,1,.,104,1,7,10
2008,CRA,49,C,.,0,80,20,0,0,.,26,.,1,.,50,1,.,0
2008,CRA,50,R,.,0,80,20,.,0,15.7,26,.,1,.,102,1,6,6
2008,CRA,51,C,.,0,60,35,0,5,.,19,.,1,.,58,1,.,1
2008,CRA,52,R,.,30,30,35,0,5,.,32,.,0,.,.,.,.,.
2008,CRA,53,C,.,40,35,25,0,0,.,34,.,1,.,59,1,.,1
2008,CRA,54,R,.,50,30,15,0,5,.,25,.,0,.,.,.,.,.
2008,CRA,55,C,.,5,75,20,0,0,.,26,.,1,.,76,1,.,2
2008,CRA,56,R,.,20,55,10,.,15,.,27,.,0,.,.,.,.,.
2008,CRA,57,C,.,20,50,10,.,20,.,25,.,0,.,.,.,.,.
2008,CRA,58,R,.,5,80,15,0,0,.,17,.,1,.,83,1,.,8
2008,CRA,59,C,.,10,60,10,.,20,.,19,.,1,.,95,1,.,9
2008,CRA,60,R,.,10,75,10,0,5,.,26,.,0,.,.,.,.,.
2008,CRA,61,C,.,0,65,5,0,30,.,14,.,1,.,92,1,.,17
2008,CRA,62,R,.,5,85,5,0,5,.,26,.,0,.,.,.,.,.
2008,CRA,63,C,.,0,45,50,0,5,.,24,.,0,.,.,.,.,.
2008,CRA,64,R,.,5,80,10,0,5,.,17,.,1,.,81,1,4,5
2008,CRA,65,C,.,0,20,75,0,5,.,28,.,1,.,73,1,.,2
2008,CRA,66,R,.,25,50,25,0,0,.,33,.,1,.,122,2,.,45
2008,CRA,67,C,.,25,25,30,0,20,.,17,.,0,.,.,.,.,.
2008,CRA,68,R,.,10,40,40,0,10,.,32,.,0,.,.,.,.,.
2008,CRA,69,C,.,0,50,50,0,0,.,28,.,1,.,93,1,.,3
2008,CRA,70,R,.,40,25,30,0,5,.,19,.,1,.,70,1,.,3
2008,CRA,71,C,.,25,40,15,0,20,.,15,.,1,.,22,1,.,0
2008,CRA,72,R,.,0,70,25,0,5,.,32,.,0,.,.,.,.,.
2008,CRA,73,C,.,5,85,10,0,0,.,30,.,1,.,108,1,13,14
2008,CRA,74,R,.,0,75,25,0,0,.,30,.,.,.,.,.,.,.
2008,CRA,75,C,.,25,40,30,0,5,.,29,.,1,.,112,1,.,17
2008,CRA,76,R,.,20,30,50,0,0,.,37,.,1,.,130,1,.,35
2008,CRA,77,C,.,40,30,20,0,10,.,26,.,1,.,117,2,.,45
2008,CRA,78,R,.,5,45,50,0,0,.,36,.,1,.,114,2,.,25
2008,CRA,79,C,.,25,50,20,0,5,.,24,.,1,.,85,1,.,9
2008,CRA,80,R,.,35,45,20,0,0,.,34,.,1,.,113,3,.,51
2008,GCD,1,C,19,5,10,5,0,80,.,10,.,1,.,22,1,.,1
2008,GCD,2,R,5,10,5,1,0,74,6.6,13,.,0,.,.,.,.,.
2008,GCD,3,C,31,5,10,5,5,75,.,11,.,1,.,18,1,7,2
2008,GCD,4,R,7,5,25,1,0,69,9.7,10,.,0,.,.,.,.,.
2008,GCD,5,C,2,10,15,1,5,69,.,10,.,1,.,27,2,6,4
2008,GCD,6,R,4,20,5,1,15,59,11.5,9,.,1,.,31,2,10,9
2008,GCD,7,C,7,10,10,1,0,79,.,13,.,1,.,28,1,2,6
2008,GCD,8,R,1,5,50,0,0,45,10.8,8,.,1,.,14,1,.,1
2008,GCD,9,C,4,10,40,1,0,49,.,10,.,0,.,.,.,.,.
2008,GCD,10,R,12,5,30,1,0,64,11.5,11,.,1,.,19,1,.,0
2008,GCD,11,C,3,15,20,3,0,72,.,10,.,1,.,19,1,.,1
2008,GCD,12,R,2,15,10,1,5,69,5.1,8,.,0,.,.,.,.,.
2008,GCD,13,C,3,0,30,1,0,69,.,9,.,0,.,.,.,.,.
2008,GCD,14,R,2,10,15,1,0,74,6.2,9,.,0,.,.,.,.,.
2008,GCD,15,C,3,20,40,5,5,30,.,14,.,0,.,.,.,.,.
2008,GCD,16,R,2,5,40,1,5,49,12.4,12,.,1,.,11,1,7,0
2008,GCD,17,C,2,5,5,1,0,89,.,6,.,1,.,15,1,3,1
2008,GCD,18,R,4,5,5,1,0,84,4.5,7,.,0,.,.,.,.,.
2008,GCD,19,C,4,5,5,1,0,89,.,7,.,1,.,16,1,2,1
2008,GCD,20,R,4,10,10,1,0,79,8.9,8,.,0,.,.,.,.,.
2008,GCD,21,C,3,5,20,1,0,74,.,13,.,1,.,35,1,11,12
2008,GCD,22,R,1,5,25,1,0,69,11.7,10,.,0,.,.,.,.,.
2008,GCD,23,C,1,5,5,1,0,89,.,7,.,1,.,24,2,17,5
2008,GCD,24,R,15,5,20,5,0,70,8.2,11,.,1,.,.,5,14,19
2008,GCD,25,C,4,0,35,1,0,64,.,11,.,1,.,25,1,12,4
2008,GCD,26,R,14,5,20,5,0,70,8,11,.,1,.,.,2,11,9
2008,GCD,27,C,6,1,15,1,0,84,.,10,.,0,.,.,.,.,.
2008,GCD,28,R,1,5,15,1,0,79,4.7,12,.,1,.,24,2,24,10
2008,GCD,29,C,21,25,5,5,0,65,.,11,.,1,.,36,1,.,6
2008,GCD,30,R,9,5,25,5,9,65,16.6,18,.,1,.,29,1,7,1
2008,GCD,31,C,15,25,10,5,0,60,.,16,.,1,.,49,2,10,17
2008,GCD,32,R,4,35,10,5,0,50,10,15,.,1,.,.,2,13,15
2008,GCD,33,C,5,5,10,1,0,84,.,12,.,1,.,26,1,10,5
2008,GCD,34,R,6,5,15,5,15,60,4.4,10,.,1,.,26,1,.,7
2008,GCD,35,C,1,10,10,1,15,64,.,14,.,0,.,.,.,.,.
2008,GCD,36,R,22,0,5,10,10,75,6,13,.,1,.,36,3,10,13
2008,GCD,37,C,4,5,10,1,0,84,.,12,.,1,.,.,3,25,6
2008,GCD,38,R,21,5,10,5,0,80,14.9,13,.,1,.,30,7,27,14
2008,GCD,39,C,1,5,20,1,0,74,.,10,.,1,.,21,1,5,5
2008,GCD,40,R,5,5,10,5,0,80,12.4,8,.,1,.,23,3,27,12
2008,GCD,41,C,13,0,25,5,0,70,.,14,.,0,.,.,.,.,.
2008,GCD,42,R,4,5,25,5,0,65,11.2,12,.,1,.,18,1,.,1
2008,GCD,43,C,2,10,5,1,0,84,.,10,.,1,.,24,1,9,4
2008,GCD,44,R,2,5,60,1,0,44,.,14,.,1,.,28,1,9,4
2008,GCD,45,C,4,5,30,1,10,54,.,13,.,1,.,20,1,6,5
2008,GCD,46,R,3,5,15,0,0,80,4.6,7,.,1,.,32,1,11,5
2008,GCD,47,C,5,55,10,1,5,29,.,11,.,1,.,27,1,6,4
2008,GCD,48,R,7,5,50,5,0,40,5.9,9,.,1,.,28,1,.,2
2008,GCD,49,C,25,5,0,10,0,85,.,13,.,1,.,25,1,3,2
2008,GCD,50,R,10,5,20,5,0,70,6.2,11,.,1,.,36,2,14,12
2008,GCD,51,C,21,5,5,5,40,45,.,8,.,0,.,.,.,.,.
2008,GCD,52,R,8,15,5,5,0,75,.,12,.,0,.,.,.,.,.
2008,GCD,53,C,40,10,5,5,0,80,.,9,.,1,.,18,1,3,1
2008,GCD,54,R,12,10,20,50,0,65,.,13,.,1,.,34,1,11,10
2008,GCD,55,C,5,5,20,5,0,70,.,11,.,1,.,28,2,14,4
2008,GCD,56,R,7,5,15,1,0,79,.,12,.,1,.,30,1,9,9
2008,GCD,57,C,3,10,35,1,0,54,.,10,.,1,.,25,1,5,2
2008,GCD,58,R,2,5,10,1,0,84,.,9,.,0,.,.,.,.,.
2008,GCD,59,C,4,5,5,1,0,89,.,13,.,1,.,25,1,8,4
2008,GCD,60,R,1,10,10,1,0,79,.,13,.,1,.,30,1,7,8
2008,GCD,61,C,2,5,10,1,0,84,.,12,.,1,.,26,1,4,5
2008,GCD,62,R,16,5,25,5,0,65,.,11,.,1,.,25,1,.,3
2008,GCD,63,C,7,5,10,1,0,84,.,12,.,1,.,17,1,5,0
2008,GCD,64,R,12,5,20,5,0,70,.,11,.,1,.,22,1,4,4
2008,GCD,65,C,2,15,15,1,0,69,.,14,.,1,.,30,1,.,2
2008,GCD,66,R,2,15,25,1,0,59,.,11,.,0,.,.,.,.,.
2008,GCD,67,C,1,30,15,1,0,54,.,11,.,0,.,.,.,.,.
2008,GCD,68,R,9,40,5,1,0,54,.,7,.,0,.,.,.,.,.
2008,GCD,69,C,2,15,10,1,0,74,.,12,.,1,.,30,1,5,5
2008,GCD,70,R,1,10,25,1,0,64,.,9,.,0,.,.,.,.,.
2008,GCD,71,C,8,10,60,5,0,25,.,13,.,1,.,32,1,6,3
2008,GCD,72,R,2,5,5,1,0,90,.,11,.,1,.,22,1,3,1
2008,GCD,73,C,8,5,15,5,0,75,.,14,.,1,.,28,1,6,2
2008,GCD,74,R,15,5,15,5,0,78,.,11,.,0,.,.,.,.,.
2008,GCD,75,C,10,5,20,5,0,70,.,13,.,1,.,35,1,4,4
2008,GCD,76,R,24,10,10,5,0,75,.,14,.,1,.,37,1,7,2
2008,GCD,77,C,30,10,15,5,0,70,.,15,.,1,.,44,1,.,5
2008,GCD,78,R,29,25,5,5,0,65,.,13,.,0,.,.,.,.,.
2008,GCD,79,C,17,15,5,1,0,79,.,7,.,1,.,31,1,4,6
2008,GCD,80,R,10,10,10,1,0,89,.,10,.,1,.,30,1,10,8
2008,GRE,1,C,4,10,30,5,25,30,.,10,.,1,.,43,1,4,3
2008,GRE,2,R,10,20,50,5,0,25,15.7,10,.,0,.,.,.,.,.
2008,GRE,3,C,17,20,30,5,10,35,.,16,.,0,.,.,.,.,.
2008,GRE,4,R,14,30,30,5,10,25,25.7,18,.,1,.,95,6,.,100
2008,GRE,5,C,15,40,30,5,0,25,.,12,.,0,.,.,.,.,.
2008,GRE,6,R,10,45,30,5,0,20,22.5,16,.,1,.,77,2,.,20
2008,GRE,7,C,28,40,10,5,0,45,.,10,.,0,.,.,.,.,.
2008,GRE,8,R,11,5,60,5,0,30,21.1,18,.,1,.,82,8,.,67
2008,GRE,9,C,17,0,70,5,0,30,.,16,.,1,.,87,3,.,20
2008,GRE,10,R,12,5,60,10,0,25,26,19,.,1,.,86,11,.,35
2008,GRE,11,C,15,5,65,5,0,25,.,17,.,1,.,89,5,.,31
2008,GRE,12,R,23,20,50,10,0,20,29.5,20,.,1,.,86,2,.,23
2008,GRE,13,C,5,5,70,5,0,20,.,14,.,1,.,80,3,31,21
2008,GRE,14,R,3,20,70,1,0,9,26.9,16,.,1,.,94,3,.,39
2008,GRE,15,C,6,0,40,10,0,50,.,15,.,1,.,84,3,20,15
2008,GRE,16,R,10,0,40,10,0,50,17.4,18,.,1,.,91,5,.,63
2008,GRE,17,C,2,20,0,5,10,65,.,19,.,1,.,103,10,.,112
2008,GRE,18,R,12,15,25,5,5,50,11.1,12,.,1,.,93,3,.,53
2008,GRE,19,C,12,10,25,10,0,55,.,16,.,1,.,110,2,.,26
2008,GRE,20,R,11,20,10,5,30,35,10.5,24,.,1,.,121,8,.,106
2008,GRE,21,C,74,30,30,10,0,30,.,17,.,0,.,.,.,.,.
2008,GRE,22,R,41,25,20,10,0,45,28.8,17,.,1,.,101,2,32,35
2008,GRE,23,C,1,20,50,1,10,19,.,18,.,0,.,.,.,.,.
2008,GRE,24,R,3,20,30,1,0,49,15.5,15,.,1,.,87,3,22,31
2008,GRE,25,C,19,40,20,5,0,35,.,11,.,1,.,68,1,8,5
2008,GRE,26,R,17,30,20,1,0,50,13.1,13,.,1,.,73,3,.,26
2008,GRE,27,C,13,10,30,1,0,59,.,13,.,1,.,66,1,.,17
2008,GRE,28,R,8,10,40,5,0,45,17.2,17,.,0,.,.,.,.,.
2008,GRE,29,C,70,30,15,15,0,40,.,15,.,1,.,63,11,.,6
2008,GRE,30,R,14,40,20,5,0,35,14.6,13,.,0,.,.,.,.,.
2008,GRE,31,C,50,30,25,5,0,50,.,13,.,1,.,56,1,.,2
2008,GRE,32,R,45,30,25,5,0,40,20,16,.,1,.,72,1,12,10
2008,GRE,33,C,24,10,60,5,0,25,.,19,.,0,.,.,.,.,.
2008,GRE,34,R,31,25,30,5,0,40,19.8,14,.,1,.,75,2,.,23
2008,GRE,35,C,12,15,30,5,0,50,.,13,.,1,.,92,4,.,41
2008,GRE,36,R,37,5,45,5,0,45,17.7,14,.,1,.,70,1,.,9
2008,GRE,37,C,16,20,10,5,0,65,.,14,.,1,.,87,1,16,20
2008,GRE,38,R,8,50,10,1,0,39,14.6,16,.,1,.,93,1,.,18
2008,GRE,39,C,2,5,60,1,0,34,.,13,.,0,.,.,.,.,.
2008,GRE,40,R,2,20,45,1,0,34,18.7,18,.,.,.,.,.,.,.
2008,GRE,41,C,10,20,40,10,0,30,.,20,.,1,.,79,1,.,14
2008,GRE,42,R,9,30,10,5,0,55,17.9,11,.,0,.,.,.,.,.
2008,GRE,43,C,16,30,15,5,0,50,.,17,.,1,.,85,1,.,27
2008,GRE,44,R,23,40,15,5,0,40,24.3,16,.,1,.,86,3,.,25
2008,GRE,45,C,14,20,20,5,0,55,.,14,.,1,.,69,1,.,9
2008,GRE,46,R,9,20,30,1,0,49,25.3,13,.,1,.,72,4,.,6
2008,GRE,47,C,18,35,20,5,0,40,.,11,.,1,.,60,1,12,3
2008,GRE,48,R,26,40,30,5,0,25,25.3,15,.,1,.,69,4,11,21
2008,GRE,49,C,14,40,20,1,0,39,.,13,.,1,.,81,1,9,19
2008,GRE,50,R,7,20,50,1,0,29,18.1,22,.,1,.,74,1,.,19
2008,GRE,51,C,12,35,15,5,0,45,.,23,.,1,.,81,1,.,16
2008,GRE,52,R,8,15,30,5,0,50,.,18,.,0,.,.,.,.,.
2008,GRE,53,C,2,30,30,1,0,39,.,21,.,1,.,82,2,.,35
2008,GRE,54,R,2,25,30,1,0,45,.,17,.,0,.,.,.,.,.
2008,GRE,55,C,1,40,20,1,0,39,.,16,.,1,.,73,1,7,15
2008,GRE,56,R,2,30,30,1,0,19,.,14,.,1,.,91,1,17,33
2008,GRE,57,C,6,35,20,1,0,44,.,13,.,1,.,93,5,.,56
2008,GRE,58,R,10,25,30,5,0,40,.,14,.,1,.,99,5,.,56
2008,GRE,59,C,12,30,20,1,0,49,.,16,.,0,.,.,.,.,.
2008,GRE,60,R,14,30,40,5,0,25,.,15,.,1,.,88,1,.,31
2008,GRE,61,C,9,25,45,1,0,29,.,17,.,0,.,.,.,.,.
2008,GRE,62,R,14,25,20,10,0,45,.,14,.,1,.,89,3,25,16
2008,GRE,63,C,18,35,25,5,0,35,.,16,.,1,.,78,2,.,24
2008,GRE,64,R,14,20,30,5,0,45,.,15,.,1,.,76,3,.,23
2008,GRE,65,C,7,30,30,5,0,35,.,15,.,1,.,74,1,.,10
2008,GRE,66,R,9,30,50,1,0,19,.,9,.,0,.,.,.,.,.
2008,GRE,67,C,5,5,45,5,0,45,.,12,.,1,.,51,4,23,10
2008,GRE,68,R,3,15,40,1,0,44,.,15,.,1,.,93,2,.,57
2008,GRE,69,C,3,30,10,5,10,45,.,21,.,1,.,104,5,.,93
2008,GRE,70,R,1,30,30,1,0,39,.,20,.,0,.,.,.,.,.
2008,GRE,71,C,17,30,40,5,0,25,.,16,.,1,.,82,1,.,18
2008,GRE,72,R,17,20,60,1,0,19,.,11,.,0,.,.,.,.,.
2008,GRE,73,C,54,20,50,5,0,25,.,17,.,1,.,63,1,.,7
2008,GRE,74,R,15,40,20,5,0,35,.,19,.,1,.,79,4,.,10
2008,GRE,75,C,14,10,40,5,0,45,.,12,.,1,.,68,1,.,16
2008,GRE,76,R,25,20,35,5,0,40,.,13,.,1,.,78,2,.,33
2008,GRE,77,C,59,30,20,20,0,30,.,13,.,0,.,.,.,.,.
2008,GRE,78,R,22,30,20,5,0,45,.,14,.,1,.,75,3,.,33
2008,GRE,79,C,19,59,10,10,0,30,.,14,.,1,.,87,1,16,33
2008,GRE,80,R,10,30,40,1,0,29,.,19,.,1,.,70,1,.,19
2008,KZA,1,C,10,35,15,5,0,45,.,20,.,1,.,95,5,.,51
2008,KZA,2,R,13,30,5,5,0,60,16.8,14,.,1,.,80,5,.,33
2008,KZA,3,C,49,5,15,25,0,45,.,16,.,1,.,80,2,.,9
2008,KZA,4,R,31,5,10,45,0,40,14.2,15,.,1,.,85,5,26,10
2008,KZA,5,C,30,20,20,20,0,40,.,18,.,1,.,85,3,28,36
