Transect,Year,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_dia,
2,2022,HR_149,G1,,8,,,
2,2022,HR_119,G1,,1,,22.953,
2,2022,HR_119,G1,,3,,,
2,2022,HR_119,G1,,4,,,
2,2022,HR_119,G1,,5,,24.9,
2,2022,HR_119,G1,,7,,,
2,2022,HR_119,G1,,8,,24.411,
2,2022,HR_107,G1,,1,,21.726,
2,2022,HR_107,G1,,3,,,
2,2022,HR_107,G1,,5,,,
2,2022,HR_107,G1,,8,,,
2,2022,HR_072,G1,,1,,,
2,2022,HR_072,G1,,4,,,
2,2022,HR_072,G1,,5,,,
2,2022,HR_072,G1,,7,,24.39,
2,2022,HR_161,G1,,4,,21.362,
2,2022,HR_161,G1,,5,,18.427,
2,2022,HR_161,G1,,8,,19.962,
2,2022,HR_035,G1,,3,,27.82,
2,2022,HR_035,G1,,5,,23.083,
2,2022,HR_035,G1,,6,,21.062,
2,2022,HR_035,G1,,7,,24.204,
2,2022,HR_126,G1,,7,,17.893,
2,2022,HR_169,G1,,1,,,
2,2022,HR_169,G1,,3,,,
2,2022,HR_169,G1,,5,,22.750,
2,2022,HR_169,G1,,6,,,
2,2022,HR_169,G1,,7,,,
2,2022,HR_169,G1,,8,,,
2,2022,HR_034,G1,,5,,23.621,
2,2022,HR_201,G1,,6,,21.336,
2,2022,HR_080,G1,,1,,19.642,
2,2022,HR_080,G1,,4,,19.63,
2,2022,HR_080,G1,,6,,18.468,
2,2022,HR_121,G1,,2,,23.631,
2,2022,HR_101,G1,,3,,19.413,
2,2022,HR_101,G1,,4,,23.176,
2,2022,HR_101,G1,,6,,21.43,
2,2022,HR_038,G1,,8,,18.126,
2,2022,HR_180,G1,,2,,24.663,
2,2022,HR_180,G1,,6,,20.628,
2,2022,HR_180,G1,,7,,,
2,2022,HR_129,G1,,2,,16.456,
2,2022,HR_088,G1,,1,,23.41,
2,2022,HR_142,G1,,1,,19.496,
2,2022,HR_142,G1,,3,,20.698,
2,2022,HR_142,G1,,4,,,
2,2022,HR_153,G1,,1,,22.351,
2,2022,HR_153,G1,,4,,22.254,
2,2022,HR_153,G1,,7,,23.305,
2,2022,HR_086,G1,,1,,23.265,
2,2022,HR_086,G1,,7,,20.11,
2,2022,HR_073,G1,,2,,19.735,
2,2022,HR_073,G1,,3,,20.842,
2,2022,HR_006,G1,,6,,23.792,
2,2022,HR_062,G1,,5,,17.837,
2,2022,HR_054,G1,,1,,24.779,
2,2022,HR_023,G1,,2,,21.897,
2,2022,HR_023,G1,,5,,,
2,2022,HR_104,G1,,4,,22.486,
2,2022,HR_145,G1,,3,,16.108,
2,2022,HR_145,G1,,5,,,
2,2022,HR_145,G1,,6,,19.415,
2,2022,HR_145,G1,,7,,21.81,
2,2022,HR_012,G1,,4,,,
2,2022,HR_012,G1,,7,,25.4,
2,2022,HR_165,G1,,8,,27.051,
2,2022,HR_064,G1,,6,,21.934,
2,2022,HR_064,G1,,7,,26.487,
2,2022,HR_064,G1,,8,,21.607,
2,2022,HR_137,G1,,3,,23.177,
2,2022,HR_137,G1,,8,,20.478,
2,2022,HR_043,G1,,1,,20.309,
2,2022,HR_043,G1,,4,,21.223,
2,2022,HR_043,G1,,5,,23.168,
2,2022,HR_051,G1,,1,,23.494,
2,2022,HR_051,G1,,3,,19.759,
2,2022,HR_133,G1,,5,,23.162,
2,2022,HR_133,G1,,6,,26.03,
2,2022,HR_078,G1,,2,,19.895,
2,2022,HR_164,G1,,3,,23.341,
2,2022,HR_109,G1,,8,,18.108,
2,2022,HR_071,G1,,2,,22.326,
2,2022,HR_071,G1,,5,,21.873,
2,2022,HR_071,G1,,7,,24.671,
2,2022,HR_059,G1,,1,,22.644,
2,2022,HR_059,G1,,5,,22.444,
2,2022,HR_059,G1,,8,,19.151,
3,2022,HR_070,G1,,7,,23.025,
3,2022,HR_070,G1,,8,,19.332,
3,2022,HR_009,G1,,1,,,
3,2022,HR_009,G1,,4,,,
3,2022,HR_009,G1,,5,,,
3,2022,HR_009,G1,,6,,,
3,2022,HR_009,G1,,7,,,
3,2022,HR_009,G1,,8,,21.396,
3,2022,HR_131,G1,,6,,25.638,
3,2022,HR_131,G1,,7,,,
3,2022,HR_131,G1,,8,,,
3,2022,HR_087,G1,,1,,,
3,2022,HR_087,G1,,2,,,
3,2022,HR_087,G1,,3,,,
3,2022,HR_087,G1,,4,,,
3,2022,HR_087,G1,,5,,,
3,2022,HR_087,G1,,6,,,
3,2022,HR_087,G1,,7,,21.769,
3,2022,HR_087,G1,,8,,,
3,2022,HR_118,G1,,1,,,
3,2022,HR_118,G1,,2,,,
3,2022,HR_118,G1,,3,,,
3,2022,HR_118,G1,,4,,,
3,2022,HR_118,G1,,5,,21.36,
3,2022,HR_118,G1,,6,,,
3,2022,HR_118,G1,,7,,20.943,
3,2022,HR_118,G1,,8,,24.19,
3,2022,HR_182,G1,,1,,,
3,2022,HR_182,G1,,3,,21.551,
3,2022,HR_182,G1,,4,,,
3,2022,HR_182,G1,,6,,22.105,
3,2022,HR_182,G1,,7,,,
3,2022,HR_182,G1,,8,,,
3,2022,HR_017,G1,,4,,23.113,
3,2022,HR_017,G1,,5,,,
3,2022,HR_017,G1,,6,,,
3,2022,HR_017,G1,,7,,24.49,
3,2022,HR_017,G1,,8,,25.018,
3,2022,HR_028,G1,,1,,24.085,
3,2022,HR_028,G1,,3,,,
3,2022,HR_028,G1,,4,,,
3,2022,HR_028,G1,,5,,,
3,2022,HR_028,G1,,7,,,
3,2022,HR_028,G1,,8,,22.379,
3,2022,HR_004,G1,,3,,19.27,
3,2022,HR_004,G1,,5,,,
3,2022,HR_004,G1,,6,,,
3,2022,HR_103,G1,,1,,,
3,2022,HR_103,G1,,2,,21.538,
3,2022,HR_103,G1,,3,,,
3,2022,HR_103,G1,,4,,,
3,2022,HR_103,G1,,5,,,
3,2022,HR_103,G1,,6,,,
3,2022,HR_103,G1,,8,,,
3,2022,HR_021,G1,,1,,,
3,2022,HR_021,G1,,2,,20.712,
3,2022,HR_021,G1,,3,,,
3,2022,HR_021,G1,,4,,18.326,
3,2022,HR_021,G1,,5,,,
3,2022,HR_021,G1,,6,,,
3,2022,HR_152,G1,,1,,20.544,
3,2022,HR_152,G1,,2,,,
3,2022,HR_152,G1,,4,,,
3,2022,HR_152,G1,,6,,,
3,2022,HR_152,G1,,7,,,
3,2022,HR_152,G1,,8,,,
3,2022,HR_150,G1,,1,,,
3,2022,HR_150,G1,,2,,21.166,
3,2022,HR_150,G1,,3,,,
3,2022,HR_150,G1,,4,,,
3,2022,HR_150,G1,,5,,,
3,2022,HR_150,G1,,6,,,
3,2022,HR_150,G1,,7,,,
3,2022,HR_150,G1,,8,,,
3,2022,HR_116,G1,,1,,22.406,
3,2022,HR_116,G1,,2,,,
3,2022,HR_116,G1,,3,,,
3,2022,HR_116,G1,,4,,,
3,2022,HR_116,G1,,5,,25.141,
3,2022,HR_190,G1,,1,,,
3,2022,HR_190,G1,,2,,,
3,2022,HR_190,G1,,3,,,
3,2022,HR_190,G1,,4,,21.586,
3,2022,HR_190,G1,,5,,,
3,2022,HR_190,G1,,6,,,
3,2022,HR_190,G1,,7,,,
3,2022,HR_190,G1,,8,,,
3,2022,HR_019,G1,,1,,20.928,
3,2022,HR_019,G1,,3,,,
3,2022,HR_019,G1,,4,,,
3,2022,HR_019,G1,,5,,14.971,
3,2022,HR_019,G1,,6,,26.806,
3,2022,HR_019,G1,,8,,,
3,2022,HR_179,G1,,3,,26.309,
3,2022,HR_179,G1,,6,,,
3,2022,HR_168,G1,,3,,18.383,
3,2022,HR_168,G1,,4,,19.18,
3,2022,HR_168,G1,,6,,,
3,2022,HR_168,G1,,7,,24.378,
3,2022,HR_168,G1,,8,,,
3,2022,HR_156,G1,,5,,15.943,
3,2022,HR_156,G1,,8,,17.896,
3,2022,HR_067,G1,,5,,15.729,
3,2022,HR_067,G1,,6,,,
3,2022,HR_067,G1,,7,,23.48,
3,2022,HR_066,G1,,7,,18.32,
3,2022,HR_159,G1,,2,,,
3,2022,HR_159,G1,,3,,19.34,
3,2022,HR_159,G1,,6,,,
3,2022,HR_159,G1,,8,,,
3,2022,HR_135,G1,,4,,19.94,
3,2022,HR_141,G1,,4,,21.96,
3,2022,HR_141,G1,,6,,21.88,
3,2022,HR_141,G1,,8,,19,
3,2022,HR_155,G1,,4,,,
3,2022,HR_155,G1,,5,,,
3,2022,HR_155,G1,,6,,,
3,2022,HR_155,G1,,7,,25.71,
3,2022,HR_001,G1,,4,,19.36,
3,2022,HR_001,G1,,5,,16.84,
3,2022,HR_001,G1,,7,,22.9,
3,2022,HR_001,G1,,8,,22.57,
3,2022,HR_111,G1,,3,,19.68,
3,2022,HR_111,G1,,4,,26.1,
3,2022,HR_068,G1,,2,,,
3,2022,HR_068,G1,,5,,22.081,
3,2022,HR_056,G1,,2,,21.329,
3,2022,HR_056,G1,,6,,27.79,
3,2022,HR_056,G1,,7,,25.264,
3,2022,HR_124,G1,,1,,,
3,2022,HR_124,G1,,3,,,
3,2022,HR_124,G1,,4,,24.603,
3,2022,HR_124,G1,,7,,16.737,
3,2022,HR_147,G1,,7,,20.998,
3,2022,HR_197,G1,,3,,,
3,2022,HR_197,G1,,7,,15.716,
3,2022,HR_065,G1,,6,,21.954,
3,2022,HR_044,G1,,1,,22.868,
3,2022,HR_044,G1,,4,,26.42,
3,2022,HR_044,G1,,8,,26.495,
3,2022,HR_127,G1,,7,,20.452,
3,2022,HR_192,G1,,1,,20.143,
3,2022,HR_192,G1,,3,,21.419,
3,2022,HR_079,G1,,3,,,
3,2022,HR_079,G1,,4,,21.131,
3,2022,HR_079,G1,,6,,22.338,
3,2022,HR_079,G1,,7,,21.701,
3,2022,HR_053,G1,,3,,22.116,
3,2022,HR_184,G1,,3,,21.912,
3,2022,HR_184,G1,,6,,20.429,
3,2022,HR_184,G1,,8,,19.381,
3,2022,HR_139,G1,,7,,23.012,
3,2022,HR_166,G1,,1,,22.614,
3,2022,HR_166,G1,,4,,,
3,2022,HR_042,G1,,2,,23.636,
3,2022,HR_042,G1,,5,,26.107,
3,2022,HR_042,G1,,7,,26.407,
4,2022,HR_107,G1,,7,,25.106,
4,2022,HR_136,G1,,4,,19.447,
4,2022,HR_136,G1,,6,,23.809,
4,2022,HR_136,G1,,7,,21.916,
4,2022,HR_071,G1,,4,,19.641,
4,2022,HR_071,G1,,5,,25.227,
4,2022,HR_071,G1,,7,,25.337,
4,2022,HR_036,G1,,1,,,
4,2022,HR_036,G1,,5,,,
4,2022,HR_036,G1,,7,,,
4,2022,HR_036,G1,,8,,25.304,
4,2022,HR_108,G1,,2,,23.832,
4,2022,HR_108,G1,,3,,17.881,
4,2022,HR_004,G1,,3,,17.013,
4,2022,HR_007,G1,,7,,22.591,
4,2022,HR_169,G1,,5,,25.314,
4,2022,HR_169,G1,,7,,26.397,
4,2022,HR_169,G1,,8,,23.597,
4,2022,HR_175,G1,,6,,26.865,
4,2022,HR_064,G1,,2,,21.197,
4,2022,HR_064,G1,,4,,21.137,
4,2022,HR_064,G1,,5,,22.942,
4,2022,HR_085,G1,,5,,20.23,
4,2022,HR_085,G1,,6,,20.763,
4,2022,HR_085,G1,,7,,19.724,
4,2022,HR_164,G1,,1,,22.796,
4,2022,HR_164,G1,,4,,15.297,
4,2022,HR_146,G1,,1,,24.894,
4,2022,HR_146,G1,,5,,22.569,
4,2022,HR_168,G1,,4,,21.788,
4,2022,HR_168,G1,,6,,19.654,
4,2022,HR_168,G1,,7,,15.361,
4,2022,HR_147,G1,,5,,24.387,
4,2022,HR_166,G1,,6,,20.844,
4,2022,HR_166,G1,,7,,20.628,
4,2022,HR_166,G1,,8,,23.718,
4,2022,HR_070,G1,,5,,24.476,
4,2022,HR_005,G1,,6,,20.082,
4,2022,HR_005,G1,,8,,18.183,
4,2022,HR_035,G1,,8,,21.569,
4,2022,HR_058,G1,,2,,21.815,
4,2022,HR_058,G1,,5,,21.825,
4,2022,HR_058,G1,,7,,24.224,
4,2022,HR_058,G1,,8,,19.938,
4,2022,HR_012,G1,,1,,25.304,
4,2022,HR_012,G1,,5,,21.589,
4,2022,HR_145,G1,,1,,18.679,
4,2022,HR_145,G1,,3,,23.52,
4,2022,HR_145,G1,,5,,21.207,
4,2022,HR_145,G1,,6,,22.305,
4,2022,HR_145,G1,,7,,20.218,
4,2022,HR_034,G1,,7,,20.263,
4,2022,HR_053,G1,,3,,22.564,
4,2022,HR_053,G1,,7,,21.785,
4,2022,HR_083,G1,,4,,20.421,
4,2022,HR_184,G1,,2,,24.152,
4,2022,HR_184,G1,,3,,21.11,
4,2022,HR_184,G1,,4,,16.096,
4,2022,HR_184,G1,,6,,21.375,
4,2022,HR_184,G1,,8,,21.21,
4,2022,HR_042,G1,,8,,18.327,
4,2022,HR_067,G1,,3,,16.583,
4,2022,HR_156,G1,,6,,18.364,
4,2022,HR_156,G1,,8,,20.103,
4,2022,HR_118,G1,,1,,17.714,
4,2022,HR_118,G1,,2,,15.307,
4,2022,HR_118,G1,,5,,19.017,
4,2022,HR_192,G1,,6,,15.641,
4,2022,HR_192,G1,,7,,14.539,
4,2022,HR_139,G1,,3,,,
4,2022,HR_139,G1,,4,,,
4,2022,HR_139,G1,,5,,,
4,2022,HR_078,G1,,8,,,
4,2022,HR_017,G1,,2,,18.44,
4,2022,HR_017,G1,,3,,23.61,
4,2022,HR_017,G1,,4,,,
4,2022,HR_017,G1,,5,,,
4,2022,HR_017,G1,,6,,20.066,
4,2022,HR_017,G1,,8,,,
4,2022,HR_011,G1,,2,,25.035,
4,2022,HR_011,G1,,4,,22.053,
4,2022,HR_011,G1,,6,,19.005,
4,2022,HR_011,G1,,8,,27.605,
4,2022,HR_126,G1,,4,,,
4,2022,HR_126,G1,,5,,,
4,2022,HR_126,G1,,6,,,
4,2022,HR_126,G1,,7,,,
4,2022,HR_126,G1,,8,,24.296,
4,2022,HR_080,G1,,1,,23.595,
4,2022,HR_080,G1,,3,,22.345,
4,2022,HR_080,G1,,4,,19.46,
4,2022,HR_080,G1,,5,,20.325,
4,2022,HR_080,G1,,8,,19.743,
4,2022,HR_150,G1,,1,,,
4,2022,HR_150,G1,,2,,,
4,2022,HR_150,G1,,3,,,
4,2022,HR_150,G1,,5,,21.336,
4,2022,HR_150,G1,,6,,,
4,2022,HR_150,G1,,7,,,
4,2022,HR_150,G1,,8,,,
4,2022,HR_049,G1,,3,,23.375,
4,2022,HR_049,G1,,4,,18.431,
4,2022,HR_049,G1,,5,,,
4,2022,HR_049,G1,,6,,,
4,2022,HR_049,G1,,7,,,
4,2022,HR_049,G1,,8,,,
4,2022,HR_158,G1,,2,,,
4,2022,HR_158,G1,,3,,,
4,2022,HR_158,G1,,4,,,
4,2022,HR_158,G1,,5,,,
4,2022,HR_158,G1,,6,,,
4,2022,HR_158,G1,,7,,22.477,
4,2022,HR_158,G1,,8,,,
4,2022,HR_196,G1,,1,,22.878,
4,2022,HR_196,G1,,4,,24.145,
4,2022,HR_196,G1,,6,,,
4,2022,HR_196,G1,,7,,,
4,2022,HR_196,G1,,8,,,
4,2022,HR_061,G1,,3,,22.967,
4,2022,HR_061,G1,,4,,22.537,
4,2022,HR_061,G1,,5,,,
4,2022,HR_061,G1,,6,,,
4,2022,HR_061,G1,,8,,,
4,2022,HR_040,G1,,2,,23.976,
4,2022,HR_040,G1,,5,,21.807,
4,2022,HR_040,G1,,6,,21.708,
4,2022,HR_040,G1,,8,,22.511,
4,2022,HR_039,G1,,4,,20.076,
4,2022,HR_039,G1,,5,,20.779,
4,2022,HR_039,G1,,6,,19.293,
4,2022,HR_039,G1,,8,,,
4,2022,HR_141,G1,,4,,22.977,
4,2022,HR_141,G1,,8,,20.445,
4,2022,HR_193,G1,,3,,22.247,
5,2022,HR_050,G1,,4,,,
5,2022,HR_050,G1,,6,,24.389,
5,2022,HR_050,G1,,8,,,
5,2022,HR_047,G1,,3,,21.883,
5,2022,HR_047,G1,,5,,20.213,
5,2022,HR_047,G1,,6,,,
5,2022,HR_047,G1,,8,,,
5,2022,HR_103,G1,,1,,,
5,2022,HR_103,G1,,2,,20.748,
5,2022,HR_103,G1,,3,,,
5,2022,HR_103,G1,,4,,,
5,2022,HR_103,G1,,5,,,
5,2022,HR_103,G1,,6,,,
5,2022,HR_103,G1,,8,,,
5,2022,HR_127,G1,,1,,23.369,
5,2022,HR_127,G1,,5,,,
5,2022,HR_127,G1,,6,,22.058,
5,2022,HR_127,G1,,7,,,
5,2022,HR_127,G1,,8,,,
5,2022,HR_152,G1,,1,,,
5,2022,HR_152,G1,,2,,,
5,2022,HR_152,G1,,3,,,
5,2022,HR_152,G1,,4,,,
5,2022,HR_152,G1,,5,,,
5,2022,HR_152,G1,,6,,,
5,2022,HR_152,G1,,7,,27.725,
5,2022,HR_152,G1,,8,,,
5,2022,HR_109,G1,,3,,,
5,2022,HR_109,G1,,4,,,
5,2022,HR_109,G1,,6,,,
5,2022,HR_109,G1,,8,,,
5,2022,HR_181,G1,,6,,22.508,
5,2022,HR_110,G1,,2,,22.766,
5,2022,HR_110,G1,,3,,23.257,
5,2022,HR_110,G1,,4,,24.243,
5,2022,HR_110,G1,,6,,24.376,
5,2022,HR_110,G1,,8,,25.254,
5,2022,HR_176,G1,,5,,25.475,
5,2022,HR_087,G1,,2,,,
5,2022,HR_087,G1,,3,,23.107,
5,2022,HR_087,G1,,6,,,
5,2022,HR_087,G1,,7,,,
5,2022,HR_073,G1,,4,,,
5,2022,HR_073,G1,,5,,22.044,
5,2022,HR_073,G1,,6,,,
5,2022,HR_073,G1,,7,,,
5,2022,HR_073,G1,,8,,,
5,2022,HR_123,G1,,7,,21.992,
5,2022,HR_123,G1,,8,,23.37,
5,2022,HR_057,G1,,5,,23.496,
5,2022,HR_065,G1,,4,,22.118,
5,2022,HR_033,G1,,4,,21.515,
5,2022,HR_033,G1,,6,,21.729,
5,2022,HR_054,G1,,4,,,
5,2022,HR_054,G1,,5,,,
5,2022,HR_054,G1,,6,,21.815,
5,2022,HR_119,G1,,1,,24.103,
5,2022,HR_119,G1,,2,,22.544,
5,2022,HR_119,G1,,6,,19.123,
5,2022,HR_119,G1,,7,,25.507,
5,2022,HR_119,G1,,8,,19.639,
5,2022,HR_072,G1,,6,,25.891,
5,2022,HR_177,G1,,6,,24.257,
5,2022,HR_201,G1,,4,,21.499,
5,2022,HR_201,G1,,5,,17.66,
5,2022,HR_201,G1,,6,,18.805,
5,2022,HR_183,G1,,3,,17.756,
5,2022,HR_086,G1,,3,,18.363,
5,2022,HR_086,G1,,8,,19.351,
5,2022,HR_134,G1,,4,,20.79,
5,2022,HR_134,G1,,8,,22.112,
5,2022,HR_006,G1,,1,,17.07,
5,2022,HR_006,G1,,4,,22.516,
5,2022,HR_006,G1,,5,,17.85,
5,2022,HR_006,G1,,8,,22.118,
5,2022,HR_197,G1,,1,,20.603,
5,2022,HR_197,G1,,3,,21.928,
5,2022,HR_197,G1,,4,,17.139,
5,2022,HR_133,G1,,5,,19.787,
5,2022,HR_180,G1,,2,,17.034,
5,2022,HR_180,G1,,4,,,
5,2022,HR_180,G1,,8,,19.845,
5,2022,HR_131,G1,,2,,21.93,
5,2022,HR_044,G1,,3,,23.771,
5,2022,HR_044,G1,,5,,19.905,
5,2022,HR_044,G1,,6,,18.732,
5,2022,HR_021,G1,,1,,20.825,
5,2022,HR_021,G1,,3,,17.84,
5,2022,HR_124,G1,,2,,,
5,2022,HR_124,G1,,3,,16.362,
5,2022,HR_124,G1,,6,,19.179,
5,2022,HR_124,G1,,8,,,
5,2022,HR_173,G1,,1,,20.367,
5,2022,HR_173,G1,,6,,21.002,
5,2022,HR_173,G1,,8,,18.979,
5,2022,HR_068,G1,,7,,19.36,
5,2022,HR_066,G1,,2,,,
5,2022,HR_066,G1,,3,,,
5,2022,HR_142,G1,,2,,18.813,
5,2022,HR_162,G1,,1,,18.763,
5,2022,HR_162,G1,,2,,19.997,
5,2022,HR_162,G1,,6,,16.76,
5,2022,HR_062,G1,,2,,22.574,
5,2022,HR_062,G1,,3,,,
5,2022,HR_062,G1,,4,,,
5,2022,HR_062,G1,,5,,,
5,2022,HR_062,G1,,6,,,
5,2022,HR_062,G1,,7,,,
5,2022,HR_043,G1,,1,,24.711,
5,2022,HR_043,G1,,2,,25.411,
5,2022,HR_043,G1,,3,,,
5,2022,HR_043,G1,,4,,,
5,2022,HR_043,G1,,5,,,
5,2022,HR_043,G1,,6,,,
5,2022,HR_043,G1,,7,,20.629,
5,2022,HR_043,G1,,8,,,
5,2022,HR_046,G1,,1,,,
5,2022,HR_046,G1,,2,,,
5,2022,HR_046,G1,,3,,,
5,2022,HR_046,G1,,5,,,
5,2022,HR_046,G1,,6,,,
5,2022,HR_046,G1,,7,,,
5,2022,HR_046,G1,,8,,,
5,2022,HR_009,G1,,1,,,
5,2022,HR_009,G1,,2,,,
5,2022,HR_009,G1,,3,,24.175,
5,2022,HR_009,G1,,4,,,
5,2022,HR_009,G1,,5,,,
5,2022,HR_009,G1,,6,,23.256,
5,2022,HR_009,G1,,7,,,
5,2022,HR_009,G1,,8,,,
5,2022,HR_001,G1,,2,,,
5,2022,HR_001,G1,,4,,,
5,2022,HR_001,G1,,5,,21.644,
5,2022,HR_001,G1,,6,,,
5,2022,HR_001,G1,,7,,,
5,2022,HR_001,G1,,8,,,
5,2022,HR_056,G1,,3,,23.613,
