sample_ID_SEG,sample_ID,Transect,Recipient,Donor,Gen,SegPos,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
BO-001-G1-005-29L,BO-001-G1-005-29L-5,5,BO_001,BO_109,G1,29L,5,153,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,2,0,3,9,2,1.5,3,1.62,19.62,2023-05-05,19.62,2023-05-05,,,,,,,,,,,,,1,1,1,1
BO-001-G2-006-11R,BO-001-G2-006-11R-3,6,BO_001,BO_109,G2,11R,3,179,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,1,1,8,8,2,8,16,2.41375,19.213,2023-05-05,19.213,2023-05-05,,,,,,,,,-29.72,1.81,-29.72,1.81,1,1,1,1
BO-001-G2-010-22L,BO-001-G2-010-22L-3,10,BO_001,BO_109,G2,22L,3,301,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,11.07,11.07,1,3,4,4,4,4,16,1.74,,,23.951,2023-04-21,,,30.449,1.44,21.14513888888889,,0.04729219350389175,,-29.76,3.61,-29.76,3.61,1,1,1,1
BO-004-G1-005-8L,BO-004-G1-005-8L-3,5,BO_004,BO_143,G1,8L,3,132,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,12.15,12.15,1,0,4,4,1,4,4,3.3675,,,,,,,27.377,2.01,13.62039800995025,,0.07341929356759323,,-29.14,3.22,-29.14,3.22,1,1,1,1
BO-008-G1-008-20L,BO-008-G1-008-20L-3,8,BO_008,BO_188,G1,20L,3,244,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,20.53,20.53,5,0,4,6,5,0.8,4,5.305,,,,,,,56.588,4.67,12.117344753747323,,0.0825263306708136,,-28.7,1.88,-28.7,1.88,1,1,1,1
BO-008-G1-008-21L,BO-008-G1-008-21L-2,8,BO_008,BO_188,G1,21L,2,245,TRUE,2022-10-31,2022-11-03,,,,,,,,,8.57,8.57,0,1,0,0,1,,,,,,27.881,2023-04-21,,,38.281,3.18,12.038050314465409,,0.08306993025260573,,-29.07,2.92,-29.07,2.92,0,1,0,0
BO-008-G1-010-12R,BO-008-G1-010-12R-5,10,BO_008,BO_188,G1,12R,5,291,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,96.9,96.9,7,2,59,60,9,8.428571429,75.85714286,3.205,27.258,2023-04-21,27.258,2023-04-21,89.51,6.54,89.51,6.54,13.686544342507647,13.686544342507647,0.07306446207127694,0.07306446207127694,-28.95,4.17,-28.95,4.17,1,1,1,1
BO-008-G2-005-6R,BO-008-G2-005-6R-5,5,BO_008,BO_188,G2,6R,5,130,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,1.07,1.07,0,0,0,0,0,,0,,22.792,2023-05-05,22.792,2023-05-05,,,,,,,,,,,,,1,0,0,0
BO-008-G2-008-4L,BO-008-G2-008-4L-1,8,BO_008,BO_188,G2,4L,1,228,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,23.8,23.8,3,0,12,16,3,4,12,0.8416666667,,,,,,,65.574,5.63,11.647246891651864,,0.08585719949980175,,-29.97,5.76,-29.97,5.76,1,1,1,1
BO-009-G1-009-25R,BO-009-G1-009-25R-5,9,BO_009,BO_022,G1,25R,5,274,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,31.3,31.3,3,1,6,6,4,2,8,4.936666667,23.091,2023-04-21,23.091,2023-04-21,,,36.495,1.86,19.62096774193548,,0.050965885737772304,,-28.95,5.38,-28.95,5.38,1,1,1,1
BO-012-G1-007-10L,BO-012-G1-007-10L-1,7,BO_012,BO_096,G1,10L,1,208,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,7.96,7.96,1,0,0,0,1,0,0,,,,,,,,,,,,,,-27.98,2.52,-27.98,2.52,1,1,1,0
BO-012-G1-010-14R,BO-012-G1-010-14R-3,10,BO_012,BO_096,G1,14R,3,293,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,12.35,12.35,0,3,0,0,3,,,,17.626,2023-05-05,17.626,2023-05-05,31.505,1.81,31.505,1.81,17.406077348066297,17.406077348066297,0.05745119822250437,0.05745119822250437,-27.82,2.31,-27.82,2.31,1,1,0,0
BO-013-G1-005-8R,BO-013-G1-005-8R-1,5,BO_013,BO_119,G1,8R,1,132,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,7.15,7.15,1,0,2,2,1,2,2,4.015,16.539,2023-05-05,16.539,2023-05-05,,,18.634,1.15,16.203478260869566,,0.061715144359772454,,-30.62,3.07,-30.62,3.07,1,1,1,1
BO-013-G1-010-8R,BO-013-G1-010-8R-4,10,BO_013,BO_119,G1,8R,4,287,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,-30.54,0.86,-30.54,0.86,1,0,0,0
BO-014-G1-009-19L,BO-014-G1-009-19L-5,9,BO_014,BO_065,G1,19L,5,268,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,7.83,7.83,2,2,7,8,4,3.5,14,3.587142857,,,20.609,2023-05-05,,,40.731,2.65,15.370188679245285,,0.06506101004149173,,-30.25,3.09,-30.25,3.09,1,1,1,1
BO-015-G1-003-2R,BO-015-G1-003-2R-4,3,BO_015,BO_199,G1,2R,4,73,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,2,,22.34,22.34,0,0,0,0,0,,0,,29.725,2023-05-05,29.725,2023-05-05,,,,,,,,,-30.39,5.21,-30.39,5.21,1,0,0,0
BO-015-G2-002-22L,BO-015-G2-002-22L-1,2,BO_015,BO_199,G2,22L,1,62,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,11.43,11.43,3,3,14,19,6,4.666666667,28,1.641212121,25.956,2023-05-05,25.956,2023-05-05,,,,,,,,,-29.08,2.04,-29.08,2.04,1,1,1,1
BO-015-G2-006-11L,BO-015-G2-006-11L-2,6,BO_015,BO_199,G2,11L,2,179,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,2,0,11,13,2,5.5,11,2.096363636,,,26.317,2023-05-17,38.62,2.23,38.62,2.23,17.318385650224215,17.318385650224215,0.05774210253754532,0.05774210253754532,,,,,1,1,1,1
BO-018-G1-010-30R,BO-018-G1-010-30R-4,10,BO_018,BO_199,G1,30R,4,309,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,,,7,0,23,23,7,3.285714286,23,0,26.407,2023-05-05,26.407,2023-05-05,,,37.418,2.67,14.014232209737829,,0.07135603185632583,,,,,,1,1,1,1
BO-018-G2-006-25L,BO-018-G2-006-25L-2,6,BO_018,BO_199,G2,25L,2,192,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,,8.99,8.99,2,0,0,3,2,0,0,,,,,,,,,,,,,,-30.69,2.05,-30.69,2.05,1,1,1,0
BO-018-G2-009-30R,BO-018-G2-009-30R-1,9,BO_018,BO_199,G2,30R,1,279,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,1,,,,42.44,0,0,0,0,0,,0,,20.016,2023-05-17,20.016,2023-05-17,30.43,1.62,30.43,1.62,18.78395061728395,18.78395061728395,0.05323693723299376,0.05323693723299376,,,-29.56,3.55,1,0,0,0
BO-019-G1-005-22L,BO-019-G1-005-22L-3,5,BO_019,BO_005,G1,22L,3,146,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,2,,,3,0,2,2,3,0.6666666667,2,8.815,22.343,2023-06-02,22.343,2023-06-02,,,,,,,,,-28.4,3.71,-28.4,3.71,1,1,1,1
BO-019-G1-006-30L,BO-019-G1-006-30L-5,6,BO_019,BO_005,G1,30L,5,197,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,4.21,4.21,0,0,0,0,0,,0,,24.368,2023-04-21,24.368,2023-04-21,,,15.692,1.44,10.897222222222222,,0.09176650522559265,,,,,,1,0,0,0
BO-019-G1-010-9L,BO-019-G1-010-9L-5,10,BO_019,BO_005,G1,9L,5,288,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,1,0,0,1,,,,23.703,2023-04-21,23.703,2023-04-21,16.294,0.96,16.294,0.96,16.972916666666666,16.972916666666666,0.058917392905363936,0.058917392905363936,-28.84,1.28,-28.84,1.28,1,1,0,0
BO-021-G2-006-25R,BO-021-G2-006-25R-5,6,BO_021,BO_192,G2,25R,5,192,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2,,,32.97,32.97,8,4,22,26,12,2.75,33,3.111857143,22.657,2023-04-21,22.657,2023-04-21,,,88.732,6.74,13.164985163204747,,0.07595906775458684,,-29.04,1.57,-29.04,1.57,1,1,1,1
BO-021-G2-007-21L,BO-021-G2-007-21L-4,7,BO_021,BO_192,G2,21L,4,219,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,20.34,20.34,1,5,3,3,6,3,18,3.09,,,,,,,,,,,,,-29.74,3.54,-29.74,3.54,1,1,1,1
BO-022-G1-006-3L,BO-022-G1-006-3L-1,6,BO_022,BO_153,G1,3L,1,171,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-01,27,,1,1,15.87,15.87,3,1,2,9,4,0.6666666667,2.666666667,4.205,18.95,2023-05-05,18.95,2023-05-05,,,24.019,1.49,16.12013422818792,,0.0620342229068654,,-31.67,5.16,-31.67,5.16,1,1,1,1
BO-024-G1-007-19R,BO-024-G1-007-19R-5,7,BO_024,BO_101,G1,19R,5,217,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,11.48,11.48,1,0,6,7,1,6,6,1.895,,,,,,,,,,,,,-27.95,3.57,-27.95,3.57,1,1,1,1
BO-025-G2-005-7R,BO-025-G2-005-7R-3,5,BO_025,BO_001,G2,7R,3,131,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,8.4,8.4,1,1,3,3,2,3,6,3.663333333,24.773,2023-05-05,24.773,2023-05-05,,,57.185,4.79,11.938413361169102,,0.0837632246218414,,-30.36,1.49,-30.36,1.49,1,1,1,1
BO-025-G2-009-22R,BO-025-G2-009-22R-5,9,BO_025,BO_001,G2,22R,5,271,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,0,0,0,0,,0,,29.502,2023-04-21,29.502,2023-04-21,43.697,2.46,43.697,2.46,17.763008130081303,17.763008130081303,0.05629677094537382,0.05629677094537382,,,,,1,0,0,0
BO-025-G2-010-24R,BO-025-G2-010-24R-4,10,BO_025,BO_001,G2,24R,4,303,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,12.15,12.15,0,1,0,0,1,,,,22.963,2023-04-21,22.963,2023-04-21,,,33.761,2.25,15.00488888888889,,0.0666449453511448,,-28.46,3.16,-28.46,3.16,1,1,0,0
BO-027-G1-006-16L,BO-027-G1-006-16L-3,6,BO_027,BO_074,G1,16L,3,184,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,54.23,54.23,8,0,24,42,8,3,24,2.315333333,26.129,2023-05-05,26.129,2023-05-05,,,49.449,4.34,11.393778801843318,,0.08776719448320491,,-29.59,5.15,-29.59,5.15,1,1,1,1
BO-027-G1-008-18R,BO-027-G1-008-18R-3,8,BO_027,BO_074,G1,18R,3,242,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2,,,,,10,4,36,54,14,3.6,50.4,3.055619048,,,,,,,,,,,,,-29.43,4.5,-29.43,4.5,1,1,1,1
BO-027-G1-008-5L,BO-027-G1-008-5L-3,8,BO_027,BO_074,G1,5L,3,229,TRUE,2022-10-31,2022-11-03,,,,,,,,,10.61,10.61,1,0,4,4,1,4,4,4.525,,,,,,,62.144,4.74,13.11054852320675,,0.07627445932028837,,-29.64,1.54,-29.64,1.54,0,1,1,1
BO-027-G2-008-3L,BO-027-G2-008-3L-5,8,BO_027,BO_074,G2,3L,5,227,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,2,,,,4,0,3,5,4,0.75,3,7.066666667,,,27.776,2023-04-21,36.302,2.66,36.302,2.66,13.647368421052631,13.647368421052631,0.07327419976860779,0.07327419976860779,-28.64,4.52,-28.64,4.52,1,1,1,1
BO-027-G2-009-8R,BO-027-G2-009-8R-5,9,BO_027,BO_074,G2,8R,5,257,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,3.94,3.94,0,1,0,0,1,,,,,,,,,,36.041,2.07,17.41111111111111,,0.0574345883854499,,-29.55,1.7,-29.55,1.7,1,1,0,0
BO-028-G1-008-9R,BO-028-G1-008-9R-2,8,BO_028,BO_109,G1,9R,2,233,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,14.77,14.77,2,1,1,3,3,0.5,1.5,3.37,,,19.142,2023-04-21,,,34.631,2.59,13.371042471042472,,0.07478848430596864,,-27.82,1.56,-27.82,1.56,1,1,1,1
BO-029-G1-006-27R,BO-029-G1-006-27R-5,6,BO_029,BO_040,G1,27R,5,194,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,,,,0,0,0,0,0,,0,,,,,,,,22.742,1.76,12.92159090909091,,0.07738985137630815,,,,,,1,0,0,0
BO-031-G1-002-29L,BO-031-G1-002-29L-1,2,BO_031,BO_187,G1,29L,1,69,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,1,1,,,,4,1,20,27,5,5,25,2.638666667,24.599,2023-04-21,24.599,2023-04-21,,,,,,,,,,,,,1,1,1,1
BO-031-G1-002-31L,BO-031-G1-002-31L-2,2,BO_031,BO_187,G1,31L,2,71,TRUE,2022-10-31,2022-11-03,,,,,,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,-25.69,2.99,-25.69,2.99,0,1,0,0
BO-031-G1-005-25L,BO-031-G1-005-25L-5,5,BO_031,BO_187,G1,25L,5,149,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,1,0,0,3,1,0,0,,,,,,,,35.178,2.39,14.718828451882843,,0.06794018989140942,,,,,,1,1,1,0
BO-031-G2-006-22R,BO-031-G2-006-22R-3,6,BO_031,BO_187,G2,22R,3,168,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,,,3,3,5,12,6,1.666666667,10,1.998,23.173,2023-04-21,23.173,2023-04-21,,,,,,,,,-30.3,1.3,-30.3,1.3,1,1,1,1
BO-032-G1-009-2L,BO-032-G1-009-2L-3,9,BO_032,BO_149,G1,2L,3,251,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,14.79,14.79,2,0,7,7,2,3.5,7,4.162857143,,,32.895,2023-04-21,,,95.377,6.92,13.782803468208092,,0.07255417972886545,,-27.9,3.71,-27.9,3.71,1,1,1,1
BO-032-G2-010-6L,BO-032-G2-010-6L-3,10,BO_032,BO_149,G2,6L,3,285,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,0,0,0,0,0,,0,,17.256,2023-05-05,17.256,2023-05-05,19.848,2.02,19.848,2.02,9.825742574257426,9.825742574257426,0.10177347843611448,0.10177347843611448,,,,,1,0,0,0
BO-034-G2-006-21L,BO-034-G2-006-21L-5,6,BO_034,BO_163,G2,21L,5,189,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,,,,2.23,2.23,0,1,0,0,1,,,,26.852,2023-04-21,26.852,2023-04-21,,,,,,,,,,,,,1,1,0,0
BO-034-G2-007-8L,BO-034-G2-007-8L-1,7,BO_034,BO_163,G2,8L,1,206,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,1,2,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,-29.68,3.01,-29.68,3.01,1,0,0,0
BO-037-G1-001-26R,BO-037-G1-001-26R-2,1,BO_037,BO_194,G1,26R,2,26,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,0,1,0,0,1,,,,26.383,2023-05-05,26.383,2023-05-05,,,,,,,,,-32.09,2.04,-32.09,2.04,1,1,0,0
BO-037-G1-010-23L,BO-037-G1-010-23L-5,10,BO_037,BO_194,G1,23L,5,302,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,7.98,7.98,1,1,0,2,2,0,0,,21.874,2023-04-21,21.874,2023-04-21,22.087,1.06,22.087,1.06,20.83679245283019,20.83679245283019,0.047992031511748995,0.047992031511748995,-29.25,2.75,-29.25,2.75,1,1,1,0
BO-037-G2-005-9R,BO-037-G2-005-9R-1,5,BO_037,BO_194,G2,9R,1,133,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,4.32,4.32,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,0
BO-043-G1-002-20L,BO-043-G1-002-20L-1,2,BO_043,BO_069,G1,20L,1,60,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,0,,,7.38,7.38,3,0,0,2,3,0,0,,27.311,2023-04-21,27.311,2023-04-21,,,,,,,,,-27.58,2.5,-27.58,2.5,1,1,1,0
BO-043-G1-007-8R,BO-043-G1-007-8R-2,7,BO_043,BO_069,G1,8R,2,206,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,24.57,24.57,4,0,13,14,4,3.25,13,3.683076923,24.42,2023-05-05,24.42,2023-05-05,17.697,1.13,17.697,1.13,15.661061946902656,15.661061946902656,0.06385263038933152,0.06385263038933152,-28.93,3.77,-28.93,3.77,1,1,1,1
BO-043-G2-009-21L,BO-043-G2-009-21L-3,9,BO_043,BO_069,G2,21L,3,270,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,0,0,0,0,0,,0,,21.414,2023-05-05,21.414,2023-05-05,25.527,2.34,25.527,2.34,10.90897435897436,10.90897435897436,0.0916676460218592,0.0916676460218592,,,,,1,0,0,0
BO-044-G1-002-26L,BO-044-G1-002-26L-1,2,BO_044,BO_128,G1,26L,1,66,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-01,15,,13,4,173.75,173.75,14,11,23,23,25,1.642857143,41.07142857,5.139078947,23.09,2023-05-17,23.09,2023-05-17,,,,,,,,,-25.96,3.02,-25.96,3.02,1,1,1,1
BO-044-G1-008-14R,BO-044-G1-008-14R-1,8,BO_044,BO_128,G1,14R,1,238,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,0,0,0,0,,0,,,,,,,,81.976,5.76,14.231944444444444,,0.07026446764906802,,,,,,1,0,0,0
BO-045-G1-003-14R,BO-045-G1-003-14R-4,3,BO_045,BO_170,G1,14R,4,85,TRUE,2022-10-31,2022-11-03,,,,,,,,,23.6,23.6,3,1,8,9,4,2.666666667,10.66666667,3.11875,,,,,,,,,,,,,-30.78,4.79,-30.78,4.79,0,1,1,1
BO-048-G1-006-18R,BO-048-G1-006-18R-3,6,BO_048,BO_001,G1,18R,3,186,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,2,,,,11,4,37,47,15,3.363636364,50.45454545,3.262759259,30.306,2023-05-05,30.306,2023-05-05,,,19.916,1.62,12.293827160493827,,0.08134163486643904,,-28.74,4.44,-28.74,4.44,1,1,1,1
BO-048-G1-007-9L,BO-048-G1-007-9L-5,7,BO_048,BO_001,G1,9L,5,207,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2,,,20.73,20.73,6,1,10,10,7,1.666666667,11.66666667,4.712222222,,,,,,,,,,,,,-28.73,2.9,-28.73,2.9,1,1,1,1
BO-048-G2-006-19R,BO-048-G2-006-19R-3,6,BO_048,BO_001,G2,19R,3,187,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,0.89,0.89,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,0,0,0
BO-050-G1-007-15L,BO-050-G1-007-15L-4,7,BO_050,BO_088,G1,15L,4,213,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,6.34,6.34,2,0,2,4,2,1,2,3.665,,,,,,,,,,,,,-28.11,1.96,-28.11,1.96,1,1,1,1
BO-050-G1-007-5L,BO-050-G1-007-5L-3,7,BO_050,BO_088,G1,5L,3,203,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,6.3,6.3,1,0,2,2,1,2,2,2.94,,,,,,,,,,,,,-29.46,0.85,-29.46,0.85,1,1,1,1
BO-050-G2-005-3L,BO-050-G2-005-3L-1,5,BO_050,BO_088,G2,3L,1,127,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,,,6,0,3,12,6,0.5,3,4.65,20.534,2023-05-05,20.534,2023-05-05,,,53.435,4.65,11.491397849462365,,0.08702161504631796,,-30.83,3.91,-30.83,3.91,1,1,1,1
