sample_ID_SEG,sample_ID,Transect,Recipient,Donor,Gen,SegPos,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
BO-146-G2-005-34R,BO-146-G2-005-34R-3,5,BO_146,BO_022,G2,34R,3,158,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,,,3,0,7,13,3,2.333333333,7,2.657083333,23.969,2023-05-05,23.969,2023-05-05,,,,,,,,,,,,,1,1,1,1
BO-146-G2-009-11L,BO-146-G2-009-11L-1,9,BO_146,BO_022,G2,11L,1,260,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,8.22,8.22,2,1,2,2,3,1,3,7.04,29.139,2023-04-21,29.139,2023-04-21,,,24.343,1.35,18.03185185185185,,0.05545742102452451,,-28.95,4.49,-28.95,4.49,1,1,1,1
BO-149-G1-008-17L,BO-149-G1-008-17L-1,8,BO_149,BO_038,G1,17L,1,241,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,12.72,12.72,4,0,6,8,4,1.5,6,3.821666667,,,,,,,,,,,,,-29.79,2.02,-29.79,2.02,1,1,1,1
BO-149-G1-010-7R,BO-149-G1-010-7R-2,10,BO_149,BO_038,G1,7R,2,286,TRUE,2022-10-31,2022-11-03,,,,,,,,,4.32,4.32,1,3,0,0,4,0,0,,,,,,27.692,1.75,27.692,1.75,15.824,15.824,0.06319514661274014,0.06319514661274014,-28.87,1.11,-28.87,1.11,0,1,1,0
BO-149-G2-008-23L,BO-149-G2-008-23L-5,8,BO_149,BO_038,G2,23L,5,247,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,4,,,38.94,38.94,3,0,2,7,3,0.6666666667,2,3.11,24.386,2023-04-21,24.386,2023-04-21,,,,,,,,,-29.04,4.17,-29.04,4.17,1,1,1,1
BO-150-G1-007-12R,BO-150-G1-007-12R-4,7,BO_150,BO_187,G1,12R,4,210,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-02,42,1,2,,49.39,49.39,7,2,17,21,9,2.428571429,21.85714286,3.900386844,25.468,2023-05-17,25.468,2023-05-17,,,,,,,,,-28.23,3.97,-28.23,3.97,1,1,1,1
BO-150-G2-009-18L,BO-150-G2-009-18L-3,9,BO_150,BO_187,G2,18L,3,267,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2,,,10.06,10.06,1,4,5,5,5,5,25,4.54,32.164,2023-04-21,32.164,2023-04-21,,,17.827,1.08,16.506481481481483,,0.06058226285970718,,-29.03,2.34,-29.03,2.34,1,1,1,1
BO-151-G1-001-33L,BO-151-G1-001-33L-3,1,BO_151,BO_001,G1,33L,3,33,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,33.43,33.43,5,6,8,13,11,1.6,17.6,3.187857143,25.725,2023-05-05,25.725,2023-05-05,,,,,,,,,-29.39,5.29,-29.39,5.29,1,1,1,1
BO-152-G1-005-18L,BO-152-G1-005-18L-2,5,BO_152,BO_143,G1,18L,2,142,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-01,27,3,6,0,51.84,51.84,5,11,11,11,16,2.2,35.2,3.928611111,26.309,2023-05-05,26.309,2023-05-05,,,,,,,,,-31.85,4.59,-31.85,4.59,1,1,1,1
BO-152-G2-008-19R,BO-152-G2-008-19R-5,8,BO_152,BO_143,G2,19R,5,243,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-02,28,,3,,25.61,25.61,2,2,4,4,4,2,8,4.9825,,,,,13.814,0.99,13.814,0.99,13.953535353535354,13.953535353535354,0.07166642536557115,0.07166642536557115,-29.31,3.46,-29.31,3.46,1,1,1,1
BO-152-G2-008-24L,BO-152-G2-008-24L-2,8,BO_152,BO_143,G2,24L,2,248,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,2,,,27.28,27.28,3,0,6,10,3,2,6,4.573333333,23.2,2023-05-05,23.2,2023-05-05,,,17.393,0.98,17.74795918367347,,0.05634450641062497,,-28.84,4.7,-28.84,4.7,1,1,1,1
BO-154-G2-003-15L,BO-154-G2-003-15L-3,3,BO_154,BO_188,G2,15L,3,86,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,1,,6.74,6.74,1,1,1,1,2,1,2,6.27,,,,,,,,,,,,,-28.39,2.43,-28.39,2.43,1,1,1,1
BO-155-G1-007-6L,BO-155-G1-007-6L-5,7,BO_155,BO_168,G1,6L,5,204,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-02,42,3,,,36.36,36.36,6,4,21,21,10,3.5,35,4.114761905,,,,,,,,,,,,,-29.83,3.83,-29.83,3.83,1,1,1,1
BO-155-G2-009-8L,BO-155-G2-009-8L-5,9,BO_155,BO_168,G2,8L,5,257,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,4.73,4.73,0,3,0,0,3,,,,,,26.293,2023-04-21,,,25.866,1.42,18.21549295774648,,0.05489832212170416,,-29.28,2.65,-29.28,2.65,1,1,0,0
BO-157-G1-008-1R,BO-157-G1-008-1R-4,8,BO_157,BO_153,G1,1R,4,225,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,,,3,0,5,5,3,1.666666667,5,4.604,20.337,2023-05-05,20.337,2023-05-05,,,,,,,,,-30.57,3.05,-30.57,3.05,1,1,1,1
BO-158-G1-006-12R,BO-158-G1-006-12R-4,6,BO_158,BO_198,G1,12R,4,180,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,,5.65,5.65,1,1,1,2,2,1,2,3.79,,,,,,,,,,,,,-30.73,2.14,-30.73,2.14,1,1,1,1
BO-158-G1-006-4L,BO-158-G1-006-4L-1,6,BO_158,BO_198,G1,4L,1,172,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-15,41,,1,1(6/15),17.61,17.61,2,0,5,5,2,2.5,5,4.81,,,24.977,2023-05-05,,,33.308,2.47,13.48502024291498,,0.07415635883271286,,-27.84,4.77,-27.84,4.77,1,1,1,1
BO-159-G1-005-4R,BO-159-G1-005-4R-3,5,BO_159,BO_198,G1,4R,3,128,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,0,,,4.25,4.25,1,0,3,5,1,3,3,1.273333333,,,,,,,39.524,2.12,18.643396226415092,,0.05363829571905678,,-29.36,0.86,-29.36,0.86,1,1,1,1
BO-159-G1-009-10R,BO-159-G1-009-10R-3,9,BO_159,BO_198,G1,10R,3,259,TRUE,2022-10-31,2022-11-03,,,,,,,,,1.94,1.94,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0
BO-159-G1-009-16L,BO-159-G1-009-16L-2,9,BO_159,BO_198,G1,16L,2,265,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,2.59,2.59,0,1,0,0,1,,,,19.859,2023-04-21,19.859,2023-04-21,,,,,,,,,,,,,1,1,0,0
BO-161-G1-006-31L,BO-161-G1-006-31L-5,6,BO_161,BO_130,G1,31L,5,198,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,39.06,39.06,3,0,20,20,3,6.666666667,20,4.4234375,28.35,2023-04-21,28.35,2023-04-21,,,11.93,1.07,11.149532710280372,,0.08968985750209557,,-29.55,5.31,-29.55,5.31,1,1,1,1
BO-164-G1-008-13L,BO-164-G1-008-13L-5,8,BO_164,BO_162,G1,13L,5,237,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-02,16,,1,,,,1,0,6,6,1,6,6,2.261666667,26.643,2023-05-17,26.643,2023-05-17,,,35.901,2.03,17.68522167487685,,0.056544385950252074,,-29.68,2.06,-29.68,2.06,1,1,1,1
BO-164-G2-007-12L,BO-164-G2-007-12L-1,7,BO_164,BO_162,G2,12L,1,210,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-02,42,,,,16.9,16.9,0,1,0,0,1,,,,,,,,,,37.132,2.28,16.2859649122807,,0.061402563826349246,,-29.88,3.64,-29.88,3.64,1,1,0,0
BO-164-G2-007-24R,BO-164-G2-007-24R-2,7,BO_164,BO_162,G2,24R,2,222,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,1,0,1,1,1,1,1,3.24,,,,,,,,,,,,,,,,,1,1,1,1
BO-166-G1-006-9L,BO-166-G1-006-9L-1,6,BO_166,BO_192,G1,9L,1,177,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,6.33,6.33,2,0,8,8,2,4,8,3.010333333,,,30.596,2023-05-05,,,93.084,5.83,15.966380789022299,,0.06263160156417859,,-29.01,2.09,-29.01,2.09,1,1,1,1
BO-166-G2-009-27L,BO-166-G2-009-27L-5,9,BO_166,BO_192,G2,27L,5,276,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,1,1,,,,0,2,0,0,2,,,,25.043,2023-04-21,25.043,2023-04-21,63.398,3.69,63.398,3.69,17.181029810298103,17.181029810298103,0.058203728824253134,0.058203728824253134,-28.63,3.99,-28.63,3.99,1,1,0,0
BO-169-G1-005-16L,BO-169-G1-005-16L-3,5,BO_169,BO_088,G1,16L,3,140,TRUE,2022-10-31,2022-11-03,2023-06-01,213,210,2023-06-01,0,,,1,,,0,0,0,0,0,,0,,15.223,2023-06-02,15.223,2023-06-02,,,,,,,,,,,,,1,0,0,0
BO-169-G1-009-27R,BO-169-G1-009-27R-2,9,BO_169,BO_088,G1,27R,2,276,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,25.59,25.59,3,1,6,10,4,2,8,5.628333333,23.019,2023-05-05,23.019,2023-05-05,52.569,3.45,52.569,3.45,15.237391304347826,15.237391304347826,0.06562803172972664,0.06562803172972664,-28.85,3.87,-28.85,3.87,1,1,1,1
BO-169-G2-002-31R,BO-169-G2-002-31R-1,2,BO_169,BO_088,G2,31R,1,71,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,2,,12.2,12.2,0,0,0,0,0,,0,,19.422,2023-05-17,19.422,2023-05-17,,,,,,,,,-28.74,2.63,-28.74,2.63,1,0,0,0
BO-169-G2-008-5R,BO-169-G2-008-5R-1,8,BO_169,BO_088,G2,5R,1,229,TRUE,2022-10-31,2022-11-03,,,,,,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,0,0,0
BO-169-G2-008-7L,BO-169-G2-008-7L-3,8,BO_169,BO_088,G2,7L,3,231,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,0,0,0
BO-171-G1-010-26R,BO-171-G1-010-26R-1,10,BO_171,BO_040,G1,26R,1,305,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,13.85,13.85,3,0,5,5,3,1.666666667,5,3.552,,,21.101,2023-04-21,,,33.046,2.09,15.811483253588518,,0.06324517339466199,,-29.04,5.25,-29.04,5.25,1,1,1,1
BO-174-G1-002-16R,BO-174-G1-002-16R-4,2,BO_174,BO_130,G1,16R,4,56,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,1,1,3,3,2,3,6,1.91,,,,,,,,,,,,,-31.81,2.12,-31.81,2.12,1,1,1,1
BO-174-G1-003-4R,BO-174-G1-003-4R-2,3,BO_174,BO_130,G1,4R,2,75,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,10.4,10.4,0,2,0,0,2,,,,,,,,,,,,,,,,-31.43,2.34,-31.43,2.34,1,1,0,0
BO-175-G1-002-1L,BO-175-G1-002-1L-1,2,BO_175,BO_168,G1,1L,1,41,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-15,29,,,2,53.9,53.9,2,1,2,3,3,1,3,7.855,31.331,2023-05-17,31.331,2023-05-17,,,,,,,,,-27.89,4.01,-27.89,4.01,1,1,1,1
BO-176-G1-009-17R,BO-176-G1-009-17R-3,9,BO_176,BO_005,G1,17R,3,266,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,3.04,3.04,0,0,0,0,0,,0,,,,33.713,2023-04-21,,,73.202,5.11,14.325244618395303,,0.06980683587880113,,-27.45,1.57,-27.45,1.57,1,0,0,0
BO-176-G1-009-6R,BO-176-G1-009-6R-5,9,BO_176,BO_005,G1,6R,5,255,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,3,,,23.26,23.26,1,0,3,3,1,3,3,1.243333333,,,,,,,29.601,2.3,12.870000000000001,,0.0777000777000777,,-28.45,2.91,-28.45,2.91,1,1,1,1
BO-176-G1-010-28L,BO-176-G1-010-28L-1,10,BO_176,BO_005,G1,28L,1,307,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,26.18,26.18,3,1,7,16,4,2.333333333,9.333333333,3.055714286,,,,,,,41.943,1.7,24.67235294117647,,0.04053119710082732,,-29.73,4.44,-29.73,4.44,1,1,1,1
BO-176-G2-007-1R,BO-176-G2-007-1R-4,7,BO_176,BO_005,G2,1R,4,199,TRUE,2022-10-31,2022-11-03,2023-06-02,214,211,2023-06-02,0,,,2,33.58,33.58,0,0,0,0,0,,0,,,,,,,,,,,,,,-30.08,4.23,-30.08,4.23,1,0,0,0
BO-177-G1-001-15R,BO-177-G1-001-15R-2,1,BO_177,BO_153,G1,15R,2,15,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,1,,,,0,0,0,0,0,,0,,18.816,2023-05-17,18.816,2023-05-17,,,,,,,,,,,,,1,0,0,0
BO-177-G1-003-5L,BO-177-G1-003-5L-5,3,BO_177,BO_153,G1,5L,5,76,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,1,1,,7.7,7.7,0,1,0,0,1,,,,16.314,2023-04-21,16.314,2023-04-21,,,,,,,,,-30.27,1.26,-30.27,1.26,1,1,0,0
BO-177-G1-005-23L,BO-177-G1-005-23L-5,5,BO_177,BO_153,G1,23L,5,147,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,0
BO-177-G2-010-25R,BO-177-G2-010-25R-2,10,BO_177,BO_153,G2,25R,2,304,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,1.45,1.45,0,1,0,0,1,,,,23.16,2023-04-21,23.16,2023-04-21,41,1.68,41,1.68,24.404761904761905,24.404761904761905,0.04097560975609756,0.04097560975609756,,,,,1,1,0,0
BO-180-G1-003-14L,BO-180-G1-003-14L-4,3,BO_180,BO_168,G1,14L,4,85,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,3,,,22.16,22.16,0,7,0,0,7,,,,20.565,2023-05-05,20.565,2023-05-05,,,,,,,,,-30.03,4.06,-30.03,4.06,1,1,0,0
BO-180-G1-004-10L,BO-180-G1-004-10L-5,4,BO_180,BO_168,G1,10L,5,107,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,2,0,3,4,2,1.5,3,3.993333333,20.222,2023-05-05,20.222,2023-05-05,,,,,,,,,-30.13,2.12,-30.13,2.12,1,1,1,1
BO-180-G1-010-29R,BO-180-G1-010-29R-3,10,BO_180,BO_168,G1,29R,3,308,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,1,,2.62,2.62,0,0,0,0,0,,0,,,,,,11.394,0.61,11.394,0.61,18.678688524590164,18.678688524590164,0.053536949271546425,0.053536949271546425,,,,,1,0,0,0
BO-180-G2-010-12L,BO-180-G2-010-12L-1,10,BO_180,BO_168,G2,12L,1,291,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,0,2,0,0,2,,,,19.696,2023-05-05,19.696,2023-05-05,34.176,2.02,34.176,2.02,16.91881188118812,16.91881188118812,0.05910580524344569,0.05910580524344569,,,,,1,1,0,0
BO-182-G1-006-4R,BO-182-G1-006-4R-5,6,BO_182,BO_101,G1,4R,5,172,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,2,,9.98,9.98,2,0,1,3,2,0.5,1,1.84,22.379,2023-05-17,22.379,2023-05-17,,,18.282,1.14,16.03684210526316,,0.062356416147029865,,-28.94,1.44,-28.94,1.44,1,1,1,1
BO-184-G1-005-12L,BO-184-G1-005-12L-5,5,BO_184,BO_070,G1,12L,5,136,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,3.1,3.1,1,0,2,2,1,2,2,2.17,,,,,,,,,,,,,,,,,1,1,1,1
BO-184-G1-010-26L,BO-184-G1-010-26L-5,10,BO_184,BO_070,G1,26L,5,305,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,3.53,3.53,0,1,0,0,1,,,,,,,,,,15.739,0.99,15.897979797979799,,0.06290107376580469,,,,,,1,1,0,0
BO-184-G1-010-4R,BO-184-G1-010-4R-5,10,BO_184,BO_070,G1,4R,5,283,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,25.74,25.74,2,1,3,4,3,1.5,4.5,6.9075,26.579,2023-04-21,26.579,2023-04-21,,,24.551,2.23,11.009417040358743,,0.09083133069936053,,-28.61,4.13,-28.61,4.13,1,1,1,1
BO-184-G2-010-2L,BO-184-G2-010-2L-3,10,BO_184,BO_070,G2,2L,3,281,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-15,41,1,1,,,,3,0,7,12,3,2.333333333,7,6.0475,,,,,,,46.509,3.66,12.707377049180327,,0.07869444623621236,,-27.63,3.54,-27.63,3.54,1,1,1,1
BO-185-G1-006-1R,BO-185-G1-006-1R-3,6,BO_185,BO_149,G1,1R,3,169,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,4,2,,86.68,86.68,10,0,20,20,10,2,20,5.213137255,39.359,2023-05-05,39.359,2023-05-05,,,,,,,,,-30.08,2.35,-30.08,2.35,1,1,1,1
BO-186-G1-009-23L,BO-186-G1-009-23L-1,9,BO_186,BO_073,G1,23L,1,272,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,12.96,12.96,2,0,3,5,2,1.5,3,4.38,29.089,2023-05-05,29.089,2023-05-05,,,29.41,1.77,16.615819209039547,,0.060183611016661004,,-30.37,4.49,-30.37,4.49,1,1,1,1
BO-186-G1-010-18R,BO-186-G1-010-18R-4,10,BO_186,BO_073,G1,18R,4,297,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,10.76,10.76,3,2,3,6,5,1,5,4.423333333,22.175,2023-05-05,22.175,2023-05-05,29.508,1.59,29.508,1.59,18.558490566037733,18.558490566037733,0.05388369255795039,0.05388369255795039,-29,3.16,-29,3.16,1,1,1,1
BO-189-G1-001-17L,BO-189-G1-001-17L-4,1,BO_189,BO_201,G1,17L,4,17,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,,,,1,0,4,4,1,4,4,4.8,31.615,2023-05-17,31.615,2023-05-17,,,,,,,,,-27.58,4.26,-27.58,4.26,1,1,1,1
BO-190-G1-001-22R,BO-190-G1-001-22R-5,1,BO_190,BO_029,G1,22R,5,22,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,33.18,33.18,2,0,2,2,2,1,2,6.785,30.025,2023-05-05,30.025,2023-05-05,,,,,,,,,-28.51,4.85,-28.51,4.85,1,1,1,1
BO-190-G2-006-26L,BO-190-G2-006-26L-1,6,BO_190,BO_029,G2,26L,1,193,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,1,1,0,0
BO-191-G2-006-7L,BO-191-G2-006-7L-1,6,BO_191,BO_106,G2,7L,1,175,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,1.59,1.59,1,0,0,0,1,0,0,,19.733,2023-05-05,19.733,2023-05-05,,,,,,,,,,,,,1,1,1,0
BO-195-G1-009-20R,BO-195-G1-009-20R-3,9,BO_195,BO_143,G1,20R,3,269,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,5.82,5.82,0,0,0,0,0,,0,,,,,,,,,,,,,,-28.97,1.51,-28.97,1.51,1,0,0,0
BO-198-G1-007-15R,BO-198-G1-007-15R-2,7,BO_198,BO_183,G1,15R,2,213,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,,,,17.05,17.05,6,1,15,20,7,2.5,17.5,3.748666667,,,,,,,34.653,1.85,18.73135135135135,,0.05338643118921883,,-29.6,4,-29.6,4,1,1,1,1
BO-199-G1-004-27L,BO-199-G1-004-27L-1,4,BO_199,BO_201,G1,27L,1,124,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-01,15,,,1,35.57,35.57,5,1,12,22,6,2.4,14.4,3.674166667,27.038,2023-05-17,27.038,2023-05-17,,,,,,,,,-28.98,3.84,-28.98,3.84,1,1,1,1
BO-199-G1-006-13L,BO-199-G1-006-13L-1,6,BO_199,BO_201,G1,13L,1,181,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,,,,75.38,75.38,10,0,27,29,10,2.7,27,6.139444444,28.646,2023-04-21,28.646,2023-04-21,,,37.45,3.64,10.288461538461538,,0.09719626168224299,,-28.74,3.43,-28.74,3.43,1,1,1,1
BO-199-G2-010-3R,BO-199-G2-010-3R-3,10,BO_199,BO_201,G2,3R,3,282,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,0,1,0,0,1,,,,,,,,,,15.982,1.43,11.176223776223777,,0.08947566011763233,,-29.22,0.86,-29.22,0.86,1,1,0,0
BO-201-G1-006-17L,BO-201-G1-006-17L-1,6,BO_201,BO_069,G1,17L,1,185,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,1,1,,,,5,1,8,8,6,1.6,9.6,5.37375,,,26.336,2023-05-05,,,40.279,3.67,10.975204359673025,,0.09111447652622955,,,,,,1,1,1,1
BO-201-G2-002-10R,BO-201-G2-002-10R-4,2,BO_201,BO_069,G2,10R,4,50,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,2.04,2.04,0,0,0,0,0,,0,,,,,,,,,,,,,,-29.54,1.94,-29.54,1.94,1,0,0,0
BO-201-G2-003-16L,BO-201-G2-003-16L-4,3,BO_201,BO_069,G2,16L,4,87,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,3,2,,,,0,1,0,0,1,,,,27.07,2023-05-05,27.07,2023-05-05,,,,,,,,,,,,,1,1,0,0
